Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,0.008163,-0.005610,0.021208,0.303843,-0.020914,-0.006414,0.400003,-0.0000057,0.021848,-0.280383,-0.154129,-0.000775,-42.001106,-41.981636,-42.004200,-42.940037,-42.008801,-41.983082,0.000411,0.000336,0.000274,-0.005729,0.000525,0.000444,0.810115,0.791974,0.775390,-0.817431,-0.761192,-0.719039,0.000639,0.000808,0.001035,-0.002061,0.000868,0.000734,0.001867,0.001940,0.002041,0.003403,0.001989,0.002066,-0.003620,-0.003445,-0.003486,-0.003814,-0.003465,0.000458
0.020000,0.017716,-0.041161,0.077604,0.672044,-0.058203,-0.002465,0.400018,-0.000030,0.020470,-1.372962,-0.855501,-0.019001,-41.899509,-41.985180,-42.023060,-41.464947,-42.043049,-42.081051,0.004763,-0.002274,0.004055,-0.019385,0.004990,-0.002041,0.959751,0.741786,0.894044,-1.374014,-0.865427,-0.681155,-0.002067,-0.000391,0.007169,-0.001669,-0.000335,-0.001119,0.013294,-0.003282,0.013839,0.006961,0.014857,-0.003032,0.000162,-0.003347,-0.022295,-0.022607,-0.002911,-0.001995
0.030000,-0.005708,-0.055041,0.746490,0.455176,-0.022392,0.010283,0.400040,-0.000053,0.018414,-2.333964,-1.695873,-0.066279,-42.012337,-41.964596,-42.879173,-41.298450,-42.006725,-42.065788,0.000380,-0.000067,-0.019295,-0.008845,0.000335,-0.000104,0.749982,0.607340,1.972012,-1.597996,-0.809377,-0.703066,-0.001528,0.005071,0.003449,-0.006911,0.005389,-0.001432,-0.001956,-0.002619,0.034999,0.017804,0.001781,0.000572,0.008281,-0.009816,0.004314,-0.012177,-0.010057,-0.000105
0.040000,0.815497,-0.114307,1.783370,1.132197,-0.056575,1.285386,0.400073,-0.000044,0.016974,-1.995894,-2.510964,-0.090905,-41.877338,-43.007759,-43.756023,-42.207069,-42.129265,-43.944962,0.000746,-0.022796,-0.055329,-0.025520,0.000256,-0.030200,0.358175,1.920212,1.710799,-0.581090,-0.759058,-1.183489,0.002110,0.011411,0.037893,-0.022606,-0.003119,-0.015488,-0.004659,0.044660,0.062550,0.045075,-0.004140,0.076001,-0.001722,-0.010191,-0.063567,-0.026036,0.019864,-0.030395
0.050000,0.807228,-0.107815,1.686435,0.704651,0.005932,2.011091,0.400092,-0.000031,0.016688,-1.245660,-3.164404,-0.081541,-41.875271,-41.590481,-42.861576,-43.062576,-42.120899,-45.461079,0.000392,-0.026897,-0.053432,-0.013170,-0.002449,-0.060205,0.250886,1.879559,3.507056,-0.914307,-0.954872,-1.588489,-0.003315,0.016807,0.038893,-0.010920,-0.006787,-0.024988,-0.006599,0.034068,0.077414,0.036563,-0.004085,0.093814,0.007519,-0.021089,-0.052426,-0.016068,0.017992,-0.060760
0.060000,0.229830,-0.085214,1.576892,0.420103,0.171898,1.589849,0.400095,-0.000019,0.017120,-0.407113,-3.367259,-0.042166,-41.867077,-41.452374,-42.002789,-42.867390,-42.474472,-44.616737,-0.000470,-0.011737,-0.052319,-0.013258,-0.007676,-0.050639,0.178186,-0.926434,4.161033,-1.501897,-1.029992,-3.622196,-0.002821,0.005752,0.037556,-0.001735,0.002569,-0.020657,-0.008373,0.005258,0.082984,0.019290,0.003964,0.081389,0.007566,-0.002892,-0.030321,-0.008653,-0.014918,-0.050617
0.070000,-0.087286,-0.001501,1.394310,0.389187,-0.095768,1.331670,0.400079,-0.0000079,0.017840,0.007775,-3.069688,-0.021012,-41.917957,-41.478703,-41.289970,-43.440357,-42.479523,-45.132076,-0.000833,-0.000731,-0.044197,-0.010320,-0.000320,-0.042868,0.178131,1.649846,-2.582232,-1.671300,-1.100640,-1.156813,0.001148,-0.006664,0.029689,-0.005388,0.002271,-0.021182,-0.008699,-0.009913,0.068343,0.019509,-0.008924,0.068658,-0.006276,0.013174,-0.003220,-0.007507,-0.008166,-0.042924
0.080000,0.030940,-0.020769,0.679414,0.507389,-0.062014,0.897214,0.400058,-0.000014,0.018482,0.024123,-2.578387,-0.018502,-42.004753,-41.492229,-42.387653,-43.447868,-42.374584,-44.815708,-0.000144,0.000232,-0.018218,-0.013759,0.000135,-0.032065,0.166957,0.041883,1.816776,-1.544513,-1.023597,-1.007247,0.000678,0.008733,0.012174,-0.006823,0.001528,-0.003958,-0.002720,-0.001100,0.041651,0.023939,-0.003453,0.034338,-0.004774,-0.026102,-0.000903,-0.002562,-0.003743,-0.032006
0.090000,0.255564,-0.058037,0.766219,0.509483,-0.070363,0.463605,0.400035,-0.000028,0.018805,-0.877291,-2.243189,-0.045389,-40.119789,-39.455151,-41.820858,-42.267689,-42.331818,-42.640282,-0.006577,-0.006661,-0.024370,-0.018611,0.001085,-0.014967,1.915212,1.925867,3.986618,-1.615299,-1.053375,-1.234757,-0.006533,-0.004691,0.007188,-0.003521,0.002363,-0.004642,-0.018408,0.018437,0.030691,0.018920,0.001032,0.019048,0.011599,0.012663,-0.010741,-0.015397,-0.008683,-0.014764
