Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,0.008404,-0.005283,0.021676,0.307051,-0.021301,-0.006636,0.400003,-0.0000057,0.021848,-0.285558,-0.155402,-0.000762,-41.976013,-41.985199,-41.986099,-42.939629,-42.009148,-41.982063,0.000410,0.000345,0.000267,-0.005778,0.000529,0.000447,0.771620,0.833939,0.882160,-0.730266,-0.804632,-0.714202,0.000682,0.000824,0.001050,-0.002253,0.000886,0.000747,0.001878,0.001992,0.002038,0.003450,0.001993,0.002071,-0.003777,-0.003537,-0.003562,-0.003708,-0.003549,0.000461
0.020000,0.009233,0.026050,0.038301,0.503248,-0.073392,0.009957,0.400017,-0.000027,0.020421,-1.248201,-0.728648,-0.015020,-42.075695,-41.986946,-41.918102,-42.792831,-42.043583,-41.985909,-0.002272,-0.002389,-0.002741,-0.009605,0.004813,-0.002229,0.924534,0.940954,0.941309,-1.006118,-0.713775,-0.497043,0.005369,-0.001268,-0.000834,-0.007927,0.005974,-0.001864,-0.002358,-0.003683,-0.004134,0.009780,0.014310,-0.002650,-0.019127,0.000027,-0.000487,-0.008590,-0.017663,-0.002182
0.030000,0.566363,-0.148331,0.906865,0.794549,0.003861,0.001994,0.400045,-0.000044,0.018563,-1.969784,-1.771886,-0.064811,-41.969879,-42.847775,-41.557926,-41.901085,-42.063408,-41.847546,0.001319,-0.012813,-0.019869,-0.023198,0.001090,0.000612,0.721049,1.057532,2.922747,-0.973257,-1.156979,-0.727071,-0.009708,0.005671,0.012557,-0.003745,-0.007694,-0.000407,-0.001910,0.032517,0.048734,0.019583,0.005954,0.003455,0.027939,-0.008357,-0.012725,-0.029743,0.022637,0.000637
0.040000,0.749469,-0.115098,1.566085,0.825719,-0.070871,1.564386,0.400078,-0.000025,0.017395,-1.036395,-2.670051,-0.057467,-41.944168,-42.519493,-44.284275,-42.996124,-42.178371,-43.470413,0.000693,-0.022606,-0.047443,-0.017764,-0.000050,-0.038467,0.614225,1.385026,-1.311734,-0.647589,-1.342817,-1.769239,-0.000059,0.009723,0.037979,-0.014178,0.003504,-0.019766,-0.003094,0.030306,0.059659,0.034127,-0.007549,0.086306,0.004773,-0.008854,-0.040451,-0.004398,0.003111,-0.038796
0.050000,0.848451,-0.086330,1.406934,0.759109,-0.082044,1.973163,0.400093,-0.000012,0.017183,-0.389525,-3.337283,-0.038733,-41.946896,-42.069309,-43.330139,-41.360729,-42.357731,-44.449680,0.000147,-0.028511,-0.044401,-0.020496,-0.001405,-0.056438,0.726541,-0.792218,2.836441,-1.108998,-1.290730,-2.511086,-0.001126,0.021970,0.031212,-0.015008,0.000956,-0.024757,-0.006029,0.032570,0.070396,0.038960,-0.011149,0.102708,-0.000925,-0.027107,-0.019027,-0.002789,-0.001036,-0.057013
0.060000,-0.031095,-0.007836,1.321819,0.383337,-0.051754,1.634598,0.400095,-0.000011,0.017452,-0.340788,-3.513938,-0.040430,-41.879818,-42.171879,-42.616283,-41.930729,-42.325432,-43.623455,-0.001216,-0.002775,-0.040397,-0.013177,-0.000866,-0.053820,0.548573,-0.178955,4.074263,-1.269486,-1.394865,2.407969,0.001239,-0.000164,0.029430,0.001747,0.001206,-0.022917,-0.009844,-0.011173,0.076888,0.018512,-0.004008,0.082925,-0.006018,-0.003725,-0.015836,-0.013589,-0.005386,-0.053848
0.070000,-0.066926,-0.018854,1.268372,0.282403,-0.055563,1.299476,0.400077,-0.000019,0.017848,-0.482756,-3.130874,-0.039278,-41.977684,-42.189674,-43.115067,-42.419350,-42.310944,-42.697994,-0.001115,0.000045,-0.042848,-0.007212,-0.001033,-0.044070,0.500434,-0.125934,2.948784,-1.341361,-1.299468,-2.516554,-0.000026,-0.000819,0.022083,-0.002619,0.000736,-0.010239,-0.008631,-0.006915,0.060561,0.012199,-0.010203,0.062302,-0.001810,0.000020,-0.013387,-0.003368,-0.000380,-0.043954
0.080000,0.077410,-0.041144,1.122086,0.535563,-0.049890,0.810173,0.400057,-0.000023,0.018226,-0.651385,-2.470607,-0.040709,-42.052135,-42.552235,-42.020557,-43.162029,-42.309631,-43.600883,-0.0000007,-0.002805,-0.032488,-0.013068,-0.000060,-0.025015,0.396971,-0.484242,3.478588,-1.553289,-1.305766,0.184524,-0.000357,0.000580,0.027917,-0.005546,0.000139,-0.018366,-0.004042,0.005951,0.052167,0.023919,-0.004297,0.034094,0.000215,0.003315,-0.023004,-0.006667,0.001510,-0.024903
0.090000,0.537417,-0.101323,1.013357,0.813773,-0.102313,0.538428,0.400035,-0.000025,0.018745,-1.377345,-2.160158,-0.057182,-40.123848,-40.371567,-41.692650,-41.588333,-42.383190,-41.939499,0.000858,-0.016672,-0.029079,-0.020405,0.001694,-0.016632,2.146947,2.161946,5.248919,-0.773743,-1.234195,-0.712267,-0.007370,0.002417,0.004618,-0.015259,0.003062,-0.004730,-0.000966,0.021994,0.042267,0.034259,0.002188,0.022724,0.013333,-0.002570,-0.004533,-0.017786,-0.009943,-0.016565
