Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,0.008517,-0.005464,0.021427,0.308103,-0.021481,-0.006766,0.400004,-0.0000058,0.021849,-0.286657,-0.156202,-0.000763,-41.976830,-42.005585,-42.004307,-42.938763,-42.000465,-42.007351,0.000415,0.000352,0.000277,-0.005825,0.000516,0.000450,0.837381,0.872188,0.898798,-0.846695,-0.817243,-0.729485,0.000662,0.000834,0.001011,-0.002269,0.000926,0.000783,0.001898,0.002013,0.002071,0.003450,0.001957,0.002088,-0.003729,-0.003566,-0.003460,-0.003716,-0.003659,0.000464
0.020000,-0.000146,-0.015831,0.026977,0.661755,-0.083492,-0.021234,0.400017,-0.000030,0.020471,-1.379490,-0.855338,-0.019650,-41.866806,-41.903133,-42.028751,-41.424263,-41.875225,-41.907104,-0.002262,0.004380,0.004159,-0.019123,0.004999,0.004620,0.842845,0.832491,1.024446,-1.380600,-0.480150,-0.555723,-0.001528,-0.000669,-0.000434,-0.001308,0.006412,-0.001294,-0.004190,0.012430,0.012128,0.007320,0.013984,0.014324,-0.001220,-0.002253,-0.002148,-0.022494,-0.019337,0.004644
0.030000,0.203574,-0.125192,1.668746,0.850687,0.024927,0.000602,0.400041,-0.000032,0.018866,-1.335391,-1.651515,-0.044864,-41.890034,-41.886284,-42.972580,-42.511368,-41.879459,-41.912418,0.001068,-0.007098,-0.043228,-0.016162,-0.000174,-0.000049,0.531962,0.664250,1.899257,-0.703103,-0.500135,-0.714752,-0.004567,0.000762,0.028904,-0.018278,-0.010205,-0.002522,-0.002160,0.008802,0.051640,0.026089,0.000129,-0.000958,0.014581,0.010136,-0.034639,-0.004729,0.033488,-0.000048
0.040000,0.248861,-0.054802,2.010284,0.926695,-0.091651,1.569916,0.400063,-0.000023,0.017965,-0.905784,-2.314266,-0.044916,-41.903103,-42.251873,-44.462868,-42.719570,-41.879173,-42.493153,0.000037,-0.008284,-0.062509,-0.018841,0.000267,-0.045603,0.894864,0.643622,1.165804,-0.969924,-0.448763,-2.110013,0.003697,0.010008,0.025078,-0.012666,-0.000169,-0.017944,-0.003240,0.006116,0.060328,0.034447,-0.006201,0.056642,-0.009172,-0.017373,-0.031051,-0.012233,0.006859,-0.045771
0.050000,0.299517,-0.094156,1.623508,0.779964,-0.118679,1.594327,0.400073,-0.000027,0.017835,-1.117926,-2.655392,-0.065027,-41.904858,-42.629822,-45.203754,-41.390896,-41.868591,-43.193260,-0.000223,-0.009577,-0.047068,-0.026442,0.000362,-0.048101,0.707526,1.035866,0.741267,-1.873580,-0.540222,0.851861,-0.006683,0.005685,0.024487,-0.003500,0.003249,-0.019093,-0.007513,0.009900,0.073851,0.028735,-0.007208,0.062123,0.011604,-0.014361,-0.033274,-0.025283,-0.007649,-0.048420
0.060000,0.529263,-0.037734,1.400556,0.489735,-0.052428,1.111825,0.400068,-0.000026,0.018079,-0.997300,-2.741091,-0.057932,-41.905548,-41.642319,-42.485596,-41.186863,-41.868244,-43.159878,0.000183,-0.024671,-0.049239,-0.011526,-0.000304,-0.035049,0.681544,1.265907,3.512384,0.659960,-0.430903,-1.411208,0.005259,0.000990,0.015560,-0.015430,-0.001037,-0.007748,-0.003741,0.010542,0.047348,0.022035,-0.005836,0.047472,-0.013631,0.015158,-0.022632,0.002290,0.008270,-0.034949
0.070000,-0.032741,-0.019685,1.331948,0.523168,-0.077080,0.986750,0.400059,-0.000027,0.018491,-1.020100,-2.526785,-0.054813,-41.939972,-41.698078,-41.804268,-41.739521,-41.872826,-41.931137,-0.000693,-0.001092,-0.040670,-0.014130,0.000240,-0.030196,0.691925,1.126325,2.238499,-0.142182,-0.556361,-1.062307,0.000682,0.001156,0.019653,-0.007060,0.001719,-0.017625,-0.006632,-0.007710,0.058551,0.020836,-0.004702,0.040297,-0.004251,-0.006501,-0.029333,-0.012421,-0.003934,-0.030081
0.080000,-0.051771,-0.042326,0.969481,0.575268,-0.043239,0.454332,0.400048,-0.000026,0.018770,-0.965533,-2.233663,-0.049123,-41.920128,-41.656109,-42.410564,-42.274418,-41.877468,-42.677082,0.000284,0.000560,-0.030223,-0.013261,-0.000102,-0.015553,0.587888,1.064745,1.742272,0.311347,-0.580704,-0.730038,-0.000642,-0.001547,0.011178,-0.007869,0.000383,-0.000183,-0.001543,-0.001291,0.040638,0.024751,-0.002596,0.014655,-0.0000081,0.002213,0.009352,-0.010081,0.000350,-0.015622
0.090000,0.434578,-0.130592,1.083788,0.452440,-0.024584,0.422136,0.400032,-0.000014,0.018919,-0.621060,-1.989755,-0.030940,-39.939548,-39.787876,-41.098717,-42.849880,-41.766346,-42.514141,0.000173,-0.011370,-0.033766,-0.010969,0.000212,-0.006613,1.936085,0.954970,3.981044,-2.288702,-0.627370,-1.368155,-0.010826,0.008929,0.011505,-0.000377,-0.001108,-0.012891,-0.005415,0.017335,0.035660,0.015655,-0.002276,0.028492,0.028880,-0.014377,-0.010686,-0.007604,0.007233,-0.006628
0.100000,0.439670,-0.080880,0.777778,0.695102,-0.068491,0.769960,0.400016,-0.0000016,0.019100,-0.145574,-2.021221,-0.010279,-37.955849,-38.067478,-39.622921,-41.742905,-39.842506,-41.122608,0.001291,-0.014874,-0.019172,-0.017656,-0.006178,-0.027735,3.801683,3.001540,6.018927,-4.789884,-2.539976,-3.353676,-0.001897,-0.002467,0.010850,-0.007556,0.007921,-0.001276,0.002789,0.015968,0.036693,0.027199,-0.019202,0.016454,0.001731,0.017370,-0.006341,-0.004464,-0.020302,-0.027710
