Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,0.008313,-0.006039,0.021233,0.305517,-0.021030,-0.006483,0.400003,-0.0000057,0.021848,-0.279428,-0.154717,-0.000710,-41.982647,-42.001049,-42.004204,-42.939377,-42.000175,-41.975533,0.000429,0.000340,0.000275,-0.005755,0.000507,0.000429,0.792493,0.819513,0.774434,-0.933438,-0.774622,-0.740757,0.000608,0.000841,0.001024,-0.002068,0.000898,0.000787,0.001925,0.001978,0.002048,0.003468,0.001940,0.002028,-0.003544,-0.003535,-0.003445,-0.003811,-0.003541,0.000445
0.020000,-0.006143,-0.019567,0.079426,0.673367,-0.059762,-0.003597,0.400018,-0.000030,0.020470,-1.394673,-0.858420,-0.019038,-41.991329,-42.043236,-41.938839,-41.808880,-41.903973,-41.863899,-0.001970,0.004519,0.004049,-0.019320,0.005025,-0.002272,0.928633,1.106545,0.696297,-1.129606,-0.832030,-0.833641,-0.001626,-0.001347,0.007160,-0.002263,-0.000259,-0.000753,-0.002928,0.013208,0.013992,0.006508,0.014976,-0.003627,-0.001539,-0.000703,-0.022452,-0.022396,-0.003308,-0.002227
0.030000,0.393789,-0.110670,0.739675,0.456788,0.003336,0.010640,0.400041,-0.000044,0.018485,-1.981840,-1.717608,-0.060499,-41.920887,-41.976776,-41.654026,-41.563667,-42.007622,-41.950794,0.000482,-0.011056,-0.018195,-0.007936,0.000171,0.000323,0.548546,1.198425,1.838496,-1.059687,-0.898876,-0.828426,-0.004772,0.004030,0.008842,-0.007406,0.003488,0.003384,-0.003622,0.016334,0.037048,0.018252,0.001544,0.001164,0.018241,0.003799,0.001507,-0.004872,-0.001465,0.000330
0.040000,0.759739,-0.095750,1.863497,1.098384,-0.087048,1.692843,0.400069,-0.000024,0.017360,-1.142140,-2.519672,-0.061910,-41.933132,-42.031921,-41.146759,-42.320850,-42.120525,-41.172760,0.001270,-0.024996,-0.062577,-0.027484,0.000519,-0.042010,0.329843,0.589145,0.917567,-1.512847,-0.890302,4.461152,0.003584,0.020193,0.032320,-0.016289,-0.002243,-0.028027,-0.001499,0.020954,0.051935,0.042932,-0.004629,0.089472,-0.007287,-0.027994,-0.025798,-0.018269,0.014743,-0.042268
0.050000,0.319862,-0.083531,1.894584,0.905600,-0.101714,1.905565,0.400085,-0.000017,0.017240,-0.624389,-3.100168,-0.047687,-42.082180,-42.525131,-40.120972,-42.519730,-41.852161,-42.042217,-0.000156,-0.010288,-0.057823,-0.017881,-0.001128,-0.058149,0.195453,-0.215480,-5.344752,-0.488948,-0.604132,1.651376,-0.001937,0.010875,0.048304,-0.018719,0.001988,-0.024532,-0.006554,0.014415,0.090574,0.046473,-0.012473,0.084676,0.002051,-0.016910,-0.048800,-0.007172,-0.002168,-0.058286
0.060000,-0.015031,-0.017351,1.509844,0.491522,-0.023343,1.451687,0.400083,-0.000014,0.017632,-0.297415,-3.201163,-0.033382,-41.962006,-42.449867,-42.754913,-42.587990,-41.938545,-42.772808,-0.001109,-0.001777,-0.046156,-0.013722,-0.000909,-0.047567,-0.154301,-0.192499,1.982859,-0.549463,-0.672720,-3.546962,0.000838,-0.000423,0.032584,-0.005955,-0.005707,-0.016084,-0.010117,-0.005757,0.079470,0.023417,-0.004118,0.069420,-0.005238,-0.001214,-0.012979,-0.007353,0.013646,-0.047781
0.070000,-0.038782,-0.048871,1.158049,0.394560,-0.086482,1.083651,0.400071,-0.000012,0.018145,-0.555909,-2.876890,-0.043713,-41.844135,-42.517048,-43.155994,-42.413147,-41.859085,-42.175102,-0.000773,-0.001007,-0.030355,-0.011369,-0.000507,-0.037372,1.764156,1.669790,1.045483,-0.582144,-0.478973,3.212948,-0.006651,-0.006972,0.027590,-0.003778,0.002590,-0.016481,-0.007906,-0.003114,0.067675,0.018299,-0.008108,0.044619,0.011275,0.012766,-0.016541,-0.009667,-0.009813,-0.037362
0.080000,-0.041365,0.025560,0.896551,0.572676,-0.052627,0.815259,0.400055,-0.000023,0.018602,-0.645550,-2.454333,-0.041289,-41.839760,-42.518665,-42.711349,-43.145477,-41.773193,-42.891262,-0.000050,-0.000016,-0.026239,-0.012877,0.000210,-0.025138,-0.331077,1.657796,1.958133,-0.304515,-0.428448,0.976225,0.008529,-0.000298,0.020628,-0.007833,0.000718,-0.010607,-0.001956,-0.002964,0.038271,0.028028,-0.002583,0.037688,-0.025148,-0.001432,-0.008288,-0.002158,0.000285,-0.025051
0.090000,0.372760,-0.124651,1.069819,0.580566,-0.055676,0.533886,0.400030,-0.000034,0.018941,-1.243499,-2.094712,-0.045835,-39.906166,-40.412121,-41.531178,-41.464912,-41.732208,-41.740433,0.000259,-0.015974,-0.037799,-0.020306,0.000792,-0.015825,1.439558,1.628945,3.508723,-1.531216,-0.537784,-1.228430,-0.009595,0.003367,0.003162,-0.005027,0.001153,0.001189,-0.002424,0.003396,0.030628,0.018760,-0.000701,0.023602,0.023689,-0.008818,0.003200,-0.014966,-0.001969,-0.015732
0.100000,0.478151,-0.116356,0.848841,0.659890,-0.028953,0.407477,0.400010,-0.000032,0.019268,-1.152459,-2.012530,-0.032053,-37.881203,-39.152702,-40.121304,-40.320328,-39.771679,-39.982895,0.001619,-0.015274,-0.023128,-0.016685,-0.006646,-0.009784,3.325291,3.442689,5.843582,-3.589091,-2.503379,-3.641630,-0.004486,0.002110,0.010283,-0.002505,0.005822,-0.006242,0.002357,0.016906,0.037012,0.025555,-0.019412,0.021939,0.012876,0.001884,-0.016150,-0.015301,-0.010282,-0.009713
0.110000,0.540748,-0.043624,0.351790,0.461904,-0.053025,0.507487,0.400006,-0.000034,0.019330,-1.256977,-2.058478,-0.027682,-37.832069,-37.963268,-40.651257,-38.210136,-39.860134,-38.799541,0.001176,-0.013528,-0.010012,-0.011590,0.001743,-0.013835,5.256869,5.910217,7.935778,-5.957370,-4.489949,-5.508178,-0.000129,0.005924,0.003671,-0.005769,0.001025,-0.005540,0.003315,0.024662,0.015819,0.017984,0.004506,0.020611,-0.001272,-0.011757,-0.006495,-0.011547,-0.002031,-0.013821
0.120000,0.578800,-0.050847,0.582739,0.483469,-0.035992,0.678953,0.400008,-0.000041,0.019260,-1.161469,-2.191245,-0.012896,-37.746536,-35.757015,-41.518932,-36.480324,-39.943577,-37.845116,0.000354,-0.016312,-0.013401,-0.009906,0.000293,-0.017223,5.290528,7.979437,6.584576,-7.649634,-4.416344,-7.453938,-0.000182,0.007447,0.016239,-0.008718,-0.001180,-0.010308,-0.001254,0.022142,0.028894,0.018739,-0.001757,0.029621,-0.001818,-0.011631,-0.038865,-0.006897,0.008543,-0.017316
0.130000,0.412441,-0.010111,0.676641,0.474685,-0.027804,0.701873,0.400012,-0.000048,0.019140,-1.201802,-2.339286,-0.006802,-39.710827,-34.351685,-41.198124,-35.035847,-39.934872,-36.930187,0.007625,-0.012467,-0.019291,-0.010252,-0.000076,-0.018980,3.396954,10.042208,5.085568,-9.591330,-2.444544,-10.189482,0.006984,0.007175,0.008915,-0.007987,-0.006829,-0.009826,0.017345,0.006184,0.025556,0.019941,-0.003139,0.028225,-0.020827,-0.014513,-0.011039,-0.009796,0.021597,-0.019204
