Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,0.008299,-0.005792,0.021528,0.306500,-0.021230,-0.006760,0.400003,-0.0000057,0.021848,-0.283163,-0.155153,-0.000727,-42.007221,-42.005661,-41.989174,-42.632607,-42.008743,-42.007404,0.000427,0.000349,0.000274,-0.005812,0.000534,0.000449,0.819650,0.792302,0.774871,-0.892226,-0.803795,-0.740454,0.000624,0.000819,0.001047,-0.002166,0.000879,0.000800,0.001925,0.001989,0.002064,0.003410,0.002005,0.002069,-0.003611,-0.003510,-0.003538,-0.003775,-0.003511,0.000463
0.020000,-0.018734,-0.034551,0.072500,0.498511,-0.064762,-0.016749,0.400017,-0.000028,0.020431,-1.271448,-0.753270,-0.016019,-42.032890,-41.916130,-41.867935,-43.139881,-42.020638,-42.029961,0.004304,0.004093,-0.003173,-0.009132,0.004581,0.004302,0.835223,0.829404,0.707772,-0.650667,-0.740593,-0.511657,-0.002372,-0.002282,0.006322,-0.002274,0.005686,-0.002127,0.011187,0.010727,-0.005634,0.008831,0.012192,0.012240,0.002741,0.003526,-0.019214,-0.015041,-0.016384,0.004305
0.030000,0.460656,-0.081765,0.847701,0.532080,0.017201,0.000112,0.400041,-0.000038,0.018444,-1.739923,-1.559905,-0.054506,-42.051601,-41.815277,-43.394489,-43.794300,-42.068531,-41.963089,0.000745,-0.011802,-0.018907,-0.009827,0.000377,0.000289,1.222003,1.106053,1.519389,-0.854626,-0.859887,-0.472614,-0.002801,0.006549,0.011507,-0.013129,-0.008338,-0.001336,-0.001625,0.018856,0.045111,0.017578,0.002482,0.001085,0.008896,-0.003943,-0.003988,-0.004651,0.024304,0.000309
0.040000,0.800505,-0.156900,1.624800,1.201584,0.052226,1.745041,0.400070,-0.000029,0.017390,-1.258816,-2.420163,-0.062492,-41.949581,-43.066608,-44.094398,-43.525162,-41.884624,-40.904152,0.001479,-0.022755,-0.046328,-0.034770,-0.004317,-0.049906,0.962947,-0.183807,2.491052,0.218238,-0.589366,-2.803247,-0.004628,0.023537,0.032373,-0.016654,0.004250,-0.017723,-0.002096,0.029808,0.062204,0.039752,0.001944,0.067866,0.010420,-0.034102,-0.029866,-0.025790,-0.011708,-0.050161
0.050000,0.655537,-0.072797,1.642719,0.624176,0.041905,1.804598,0.400085,-0.000024,0.017264,-1.105800,-3.056261,-0.076044,-42.059803,-42.323406,-45.063480,-41.864746,-41.761555,-41.822594,-0.000131,-0.026551,-0.052122,-0.018142,-0.003676,-0.053923,0.813558,0.567698,0.520706,-1.065434,-0.664474,-1.920998,-0.000348,0.010070,0.039095,-0.009794,-0.006994,-0.026240,-0.005462,0.013325,0.070044,0.028619,-0.003011,0.081565,-0.002600,-0.009147,-0.042121,-0.011314,0.016394,-0.054047
0.060000,0.210051,-0.052751,1.238792,0.353508,-0.065874,1.612104,0.400082,-0.000019,0.017613,-0.885664,-3.199454,-0.070400,-42.182682,-42.232853,-42.450081,-42.272469,-41.853680,-40.978802,-0.000571,-0.004581,-0.042123,-0.011410,0.000065,-0.053329,0.730830,0.158706,2.948811,-0.054495,-0.581575,4.672177,-0.001993,0.006966,0.025918,0.001258,-0.000218,-0.016643,-0.007967,0.016896,0.056145,0.014977,-0.007603,0.072388,0.004714,-0.010104,-0.019454,-0.011010,0.005068,-0.053595
0.070000,0.070184,0.049483,1.104393,0.300089,-0.082061,1.367370,0.400066,-0.000022,0.018103,-0.840964,-2.788958,-0.055149,-42.120441,-42.421764,-43.422825,-42.135551,-41.883873,-40.258110,-0.001539,-0.003076,-0.035887,-0.007238,-0.000367,-0.044129,1.110070,0.102671,1.151952,-0.638714,-0.583482,3.826736,0.008665,0.000630,0.019088,-0.008957,0.002203,-0.019786,-0.009830,0.000093,0.048460,0.012426,-0.007678,0.063196,-0.022777,-0.003911,-0.015386,-0.002657,-0.006072,-0.044064
0.080000,0.015979,-0.066683,1.097790,0.508918,-0.065718,0.605577,0.400045,-0.000026,0.018593,-1.075892,-2.163577,-0.054178,-42.121834,-42.498978,-42.155590,-42.051029,-41.768173,-41.935448,-0.000243,-0.002472,-0.030345,-0.013781,-0.000272,-0.014997,1.007316,1.729677,0.596112,-1.713125,-0.547641,-0.958951,-0.007077,-0.006686,0.020631,-0.005087,0.001626,-0.009447,-0.003160,0.001179,0.050727,0.019158,-0.005108,0.034066,0.013334,0.014264,-0.019878,-0.013593,-0.005091,-0.015011
0.090000,0.270563,-0.076413,1.098096,0.757802,-0.039737,0.369311,0.400022,-0.000030,0.019009,-1.491786,-1.736236,-0.049573,-40.244671,-40.748482,-42.031078,-42.673008,-41.783302,-41.780895,-0.005867,-0.014297,-0.032074,-0.018582,0.000954,-0.010336,2.911573,1.760358,3.185928,0.904727,-0.542656,0.579337,-0.002079,0.004372,0.010076,-0.010515,-0.000194,-0.000769,-0.017259,-0.003257,0.038272,0.026363,0.001372,0.016333,0.005945,-0.001822,-0.016808,-0.017268,0.004406,-0.010260
