Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,0.008405,-0.005654,0.021194,0.304006,-0.021028,-0.006742,0.400003,-0.0000057,0.021848,-0.282766,-0.154339,-0.000716,-42.006931,-41.985947,-42.004204,-42.629185,-41.979267,-42.000038,0.000426,0.000346,0.000275,-0.005769,0.000525,0.000432,0.845960,0.791892,0.791510,-0.893741,-0.787834,-0.776090,0.000626,0.000826,0.001003,-0.002158,0.000852,0.000800,0.001917,0.001982,0.002046,0.003411,0.001989,0.002022,-0.003617,-0.003534,-0.003428,-0.003745,-0.003445,0.000446
0.020000,0.021490,-0.023619,0.032215,0.503049,-0.037826,-0.031675,0.400018,-0.000029,0.020451,-1.310179,-0.788006,-0.015878,-41.934776,-41.983631,-42.022999,-43.296963,-41.983440,-42.012573,0.004520,-0.002428,0.003997,-0.010052,-0.001896,0.004545,0.963139,1.004448,0.619034,-0.919002,-0.882120,-0.750303,-0.001550,-0.000740,0.000464,-0.001188,-0.000067,-0.000685,0.012536,-0.004098,0.011931,0.009117,-0.003727,0.013512,-0.001494,-0.003347,-0.005469,-0.015663,-0.004934,0.004564
0.030000,-0.119503,-0.128456,1.797758,0.942506,-0.021317,0.013968,0.400038,-0.000035,0.018773,-1.490995,-1.534273,-0.045039,-41.957966,-41.920288,-42.895821,-42.677937,-41.866203,-42.090221,0.000737,0.000504,-0.048913,-0.024421,-0.000096,0.000251,0.796291,1.130150,2.463895,-0.936742,-1.020983,-0.846474,-0.004771,-0.004721,0.025640,-0.012910,0.003809,-0.003247,-0.002502,-0.003766,0.047892,0.020987,-0.000449,0.001223,0.016332,0.017199,-0.040288,-0.015155,-0.001644,0.000260
0.040000,0.419003,-0.103525,2.158034,1.020099,-0.099335,1.381459,0.400061,-0.000029,0.017889,-1.352701,-2.124540,-0.061396,-41.939655,-41.751186,-42.189568,-42.306679,-41.857304,-42.739174,0.000605,-0.013167,-0.062852,-0.021356,0.000197,-0.038414,0.571578,1.570397,3.069842,-1.232758,-1.067320,-0.384228,-0.002442,0.006638,0.025158,-0.015038,0.000233,-0.017268,-0.003813,0.018489,0.066952,0.034161,-0.006526,0.049730,0.004104,-0.003468,-0.051631,-0.022122,0.005818,-0.038621
0.050000,0.447849,-0.052872,1.647708,0.991044,-0.091066,1.273310,0.400074,-0.000026,0.017724,-1.080941,-2.649908,-0.059553,-41.946369,-41.720833,-43.141308,-41.913589,-41.868160,-43.299084,0.000200,-0.012936,-0.052372,-0.024713,0.000934,-0.038116,0.584227,1.296780,1.259678,1.672167,-0.975764,-2.591832,0.004975,0.015773,0.016652,-0.019524,0.000394,-0.013827,-0.004051,0.019382,0.063198,0.041662,-0.002697,0.048687,-0.011789,-0.025162,-0.025385,-0.013605,0.004231,-0.038375
0.060000,0.154159,-0.046354,1.494259,0.539897,-0.078532,1.235758,0.400075,-0.000026,0.017989,-0.938473,-2.968470,-0.053396,-41.881210,-41.978321,-44.445885,-41.691631,-41.879768,-42.313007,-0.000093,-0.008797,-0.048461,-0.014652,-0.000244,-0.041658,0.442869,0.253919,0.369076,1.318090,-0.906554,-2.361740,-0.000246,-0.001609,0.018591,-0.006508,0.000842,-0.011304,-0.004046,0.001280,0.064915,0.025786,-0.007310,0.047217,-0.002637,0.010167,-0.030597,-0.011865,0.000101,-0.041613
0.070000,0.000296,-0.028698,1.210989,0.414130,-0.055748,0.900238,0.400069,-0.000024,0.018308,-1.038445,-2.908474,-0.065091,-41.810596,-42.103573,-44.853153,-41.754219,-41.981857,-43.289036,-0.000765,-0.000093,-0.032444,-0.010086,-0.000208,-0.028087,0.454180,0.328259,1.168755,0.908743,-0.809087,1.537776,-0.000949,0.006965,0.018873,-0.004709,0.000529,-0.020558,-0.007887,-0.004950,0.069506,0.018976,-0.006374,0.041340,0.001967,-0.019190,-0.034472,-0.008610,0.000593,-0.028142
0.080000,-0.063853,-0.036650,1.343029,0.523357,-0.051130,0.687728,0.400056,-0.000026,0.018616,-1.049599,-2.600800,-0.057425,-41.910522,-41.924397,-43.842842,-41.543442,-42.079262,-42.962029,-0.000082,-0.000072,-0.046098,-0.012185,-0.000076,-0.016976,0.315527,0.442514,-0.370830,0.983411,-0.914616,1.571736,-0.000020,-0.001795,0.018700,-0.006813,0.000748,-0.010820,-0.003941,-0.004647,0.050155,0.023403,-0.004898,0.041601,-0.000962,0.003651,-0.017512,-0.009291,0.000503,-0.016923
0.090000,0.345931,-0.088140,1.082413,0.564944,-0.066520,0.475403,0.400040,-0.000017,0.018916,-1.141660,-2.381992,-0.054085,-39.949875,-40.091339,-42.645573,-41.607288,-41.969120,-42.739956,-0.006522,-0.010775,-0.030904,-0.014941,0.000429,-0.015462,2.217243,2.381632,2.343247,0.545076,-0.806426,0.891913,-0.008776,-0.003939,0.006586,-0.006100,0.001266,-0.004014,-0.021117,0.019110,0.055543,0.025053,-0.001501,0.018912,0.018893,0.010734,-0.011011,-0.014838,-0.003434,-0.015433
0.100000,0.348699,-0.092344,0.973024,0.717179,-0.047340,0.728423,0.400019,-0.0000077,0.019210,-0.908277,-2.374787,-0.040363,-37.945148,-37.992332,-40.195724,-39.375290,-40.029972,-41.273937,0.001207,-0.011170,-0.030534,-0.023551,0.000225,-0.025989,4.106966,4.334110,5.686788,-2.554416,-2.732330,-1.863710,-0.002622,0.003299,0.008955,-0.001472,-0.000014,-0.000617,0.001132,0.015339,0.037332,0.027580,-0.002083,0.020869,0.006145,-0.003454,-0.008531,-0.017493,0.003429,-0.025878
0.110000,0.548704,-0.045549,0.529399,0.542677,-0.067763,0.708283,0.400013,-0.0000065,0.019455,-1.078662,-2.449387,-0.044723,-37.827656,-36.356224,-41.001213,-37.791206,-40.125118,-39.800575,0.001075,-0.014331,-0.013725,-0.012932,0.001692,-0.019834,6.052094,6.336339,7.771690,-4.573883,-4.631679,-3.896924,-0.0000051,0.006781,0.007697,-0.006323,0.001567,-0.009074,0.002313,0.026461,0.027026,0.024441,0.002936,0.032970,-0.002554,-0.012417,-0.013969,-0.011739,-0.003795,-0.019811
0.120000,0.302408,0.028484,0.428081,0.274851,-0.024974,0.758061,0.400006,-0.000017,0.019410,-1.079827,-2.389743,-0.034674,-37.821396,-34.702648,-40.805424,-36.108135,-40.138885,-39.003819,-0.000569,-0.008099,-0.010123,-0.005361,-0.000466,-0.019723,4.349000,8.478806,6.128702,-6.627673,-4.513788,-5.521479,0.007982,0.003465,0.013351,-0.004353,-0.000975,-0.010473,-0.003332,0.014419,0.023610,0.011505,-0.004399,0.035127,-0.024417,-0.002862,-0.033646,-0.002886,0.007666,-0.019705
0.130000,0.597277,-0.073430,0.825375,0.510396,-0.027538,0.674787,0.400005,-0.000024,0.019364,-1.106002,-2.317397,-0.031170,-39.663902,-33.048084,-40.412720,-34.388721,-40.142624,-37.431179,0.007628,-0.015187,-0.024242,-0.011238,0.000267,-0.018866,2.208419,10.963793,4.578112,-9.223007,-2.647592,-8.320577,-0.000816,0.008216,0.011844,-0.007866,-0.007035,-0.009644,0.015766,0.025881,0.030270,0.020106,-0.002721,0.026947,0.002447,-0.011550,-0.017030,-0.010618,0.023083,-0.018982
