Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.00000025,0.0000016,0.000000066,-0.00000012,0.00000039,0.0000013,0.400000,-0.0000000049,0.021764,0.00000051,-0.0000008,0.000036,-42.000004,-42.000004,-42.000004,-41.999996,-42.000000,-42.000000,-0.000000030,0.000000060,-0.000000015,0.000000,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789727,-0.789728,-0.789728,0.00000005,-0.0000000027,0.000000003,0.0000000013,-0.000000012,-0.00000001,-0.00000013,0.0000018,-0.00000013,-0.0000001,-0.0000017,0.000000029,0.00000042,0.00000087,0.000001,0.0000001,0.0000013,-0.00000001
0.020000,-0.024959,-0.023377,-0.025437,0.000618,-0.010705,-0.013555,0.399999,0.00000009,0.020050,0.007199,-0.001816,0.001036,-42.011761,-42.073441,-42.071903,-41.999931,-42.036491,-42.085587,0.003382,0.003516,0.003505,-0.000041,-0.003421,-0.003293,0.712607,0.839922,0.875849,-0.789065,-0.908218,-0.998195,-0.003455,-0.003441,-0.003331,-0.000103,0.003928,0.004156,0.008055,0.008375,0.008310,-0.000131,-0.009805,-0.009497,0.007504,0.007086,0.006491,-0.000082,-0.011755,-0.003297
0.030000,0.271097,0.360101,0.278313,0.003678,0.042916,0.059279,0.400004,0.000016,0.017545,0.838605,-0.123215,-0.001135,-42.016068,-42.034069,-42.161594,-41.999493,-42.107491,-42.163280,-0.008112,-0.008066,-0.007748,0.0000032,0.000345,0.000182,1.045292,0.812793,0.907404,-0.789468,-0.873293,-1.070199,0.006035,0.002274,0.001490,-0.000137,-0.003920,-0.003924,0.008482,0.003988,0.004983,0.000300,0.003136,0.003138,0.009027,0.021593,0.023297,0.001960,0.018735,0.000207
0.040000,0.612011,0.667297,1.057672,-0.035085,1.660483,2.066689,0.400032,0.000030,0.016110,1.372541,-0.492023,0.012844,-42.797966,-42.679737,-42.662994,-42.000278,-42.695877,-43.773052,-0.020316,-0.016323,-0.028342,0.000014,-0.042746,-0.055537,1.471605,0.533301,-1.248045,-0.789979,-2.476534,-0.487399,0.003142,0.017288,0.026589,0.000271,-0.014564,-0.018551,0.000421,0.005891,0.010188,-0.000514,0.029271,0.029862,0.018523,-0.001387,0.003511,-0.002894,0.026289,-0.055871
0.050000,0.592617,0.691446,1.313021,-0.027225,1.303321,1.933231,0.400043,0.000023,0.015995,1.212907,-0.994044,0.014200,-42.022778,-42.426117,-41.613735,-42.000694,-42.038177,-42.841679,-0.026019,-0.018967,-0.042096,0.000016,-0.043602,-0.052243,-0.345211,1.148346,3.549922,-0.790305,-3.915163,4.175841,0.018617,0.017889,0.025131,0.000342,-0.012423,-0.029469,-0.003626,0.006172,0.007669,0.000124,0.004490,0.035255,-0.006217,-0.008620,0.021808,-0.000219,0.024406,-0.052582
0.060000,0.801976,-0.081841,1.068028,-0.016431,0.870761,1.558180,0.400039,0.000011,0.016730,0.556187,-1.226086,0.008062,-41.936958,-42.044102,-41.078365,-42.001057,-41.591640,-43.319073,-0.001674,-0.024791,-0.033428,-0.00000082,-0.028412,-0.052864,1.464447,-1.702855,2.630005,-0.785871,2.955833,-1.555158,-0.006292,0.017570,0.026973,0.000112,-0.014893,-0.013967,-0.008146,0.010536,0.013636,-0.000497,0.009667,0.012819,0.009247,0.008668,0.000890,-0.001001,0.024011,-0.052958
0.070000,0.337440,-0.050353,0.928151,0.000365,0.379925,0.883043,0.400024,0.0000042,0.017655,0.279728,-1.058505,0.004391,-42.023159,-42.611885,-40.603493,-42.000652,-42.218880,-42.872375,-0.000211,-0.010433,-0.029654,-0.000011,-0.011355,-0.026397,1.130998,-0.218532,2.493729,-0.787184,0.393938,-1.292116,-0.001501,0.004431,0.020167,-0.000265,-0.005680,-0.010244,-0.003781,0.002506,0.007820,-0.000551,0.006043,0.017302,0.002454,0.003888,0.011210,0.000489,0.005372,-0.026258
0.080000,0.042848,-0.004204,0.638802,-0.001690,0.024142,0.570371,0.400005,0.0000017,0.018238,0.168348,-0.488171,0.002063,-41.958366,-42.808788,-40.839703,-42.001083,-42.071152,-42.760872,-0.000671,-0.002958,-0.019580,-0.0000067,-0.002314,-0.017527,1.247794,1.622908,1.635912,-0.788449,-1.696263,1.077968,-0.000293,-0.007266,0.006237,0.000015,0.006607,-0.009079,-0.004271,0.001088,0.006492,-0.000318,-0.001722,0.004364,0.000422,0.020290,0.012565,-0.000081,-0.021700,-0.017501
0.090000,0.257065,0.294145,0.719302,-0.004706,0.331348,0.306929,0.399979,0.000013,0.018446,0.424151,0.112467,0.014720,-39.920807,-41.168797,-39.241722,-42.001205,-41.963821,-42.699158,-0.007971,-0.013694,-0.022129,0.0000039,-0.007771,-0.006605,3.292260,1.524498,2.703088,-0.787875,-1.716704,0.441913,-0.000905,0.001053,0.003250,-0.000028,-0.005789,-0.005189,0.005087,-0.013514,-0.003656,0.000168,0.005954,0.006658,0.016753,0.006698,0.019873,0.000488,0.011639,-0.006532
0.100000,0.191984,0.451108,0.419088,-0.017950,0.830059,0.551567,0.399959,0.000027,0.018655,0.824024,0.264693,0.025701,-38.221836,-39.322369,-37.839466,-40.050735,-40.508545,-41.079510,-0.013269,-0.005921,-0.009190,0.000017,-0.022830,-0.019407,5.838172,3.505745,4.646769,-2.737331,-4.026758,-1.974005,0.005262,0.001065,0.005454,0.000324,-0.007798,0.001919,-0.000539,0.000663,0.007661,0.000430,-0.000462,-0.008905,0.006424,0.006514,0.004452,-0.000646,0.005292,-0.019274
0.110000,0.579859,0.180732,-0.006177,-0.010942,0.303742,0.683798,0.399950,0.000031,0.018597,0.680477,0.368456,0.034702,-38.155758,-37.126369,-37.812382,-38.101231,-40.389530,-39.493263,-0.004101,-0.014218,0.000011,0.0000070,-0.009384,-0.018413,8.105222,6.036111,6.644244,-4.685096,-6.083928,-3.994732,0.003624,0.006749,0.001244,0.000077,-0.003884,-0.007329,0.003831,0.002563,0.001078,0.000142,-0.002743,-0.002495,-0.003448,0.005892,-0.007176,-0.000466,0.002055,-0.018337
