Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.00000027,0.0000014,0.000000039,-0.00000034,0.00000045,0.0000013,0.400000,-0.0000000050,0.021764,0.00000093,-0.00000047,0.000035,-42.000004,-42.000004,-42.000004,-41.999996,-42.000000,-42.000000,-0.000000030,0.000000060,-0.000000015,0.000000,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789727,-0.789728,-0.789728,0.000000048,-0.0000000040,0.0000000027,0.0000000049,-0.000000012,-0.00000001,-0.00000014,0.0000018,-0.00000014,0.000000021,-0.0000017,0.000000028,0.00000022,0.00000088,0.000001,-0.000000030,0.0000014,-0.00000001
0.020000,-0.022213,-0.023889,-0.024768,0.004823,-0.011604,-0.013396,0.399999,0.000000089,0.020050,0.013469,-0.001643,0.001000,-42.072998,-41.899914,-41.956638,-41.999928,-42.083668,-42.034477,0.003536,0.003372,0.003517,-0.000662,-0.003292,-0.003399,0.942703,0.710012,0.652638,-0.785506,-0.906754,-0.836632,-0.003439,-0.003124,-0.003289,-0.000661,0.003954,0.004180,0.008528,0.008072,0.008450,-0.001066,-0.009399,-0.009761,0.007351,0.006282,0.006392,0.000509,-0.011799,-0.003398
0.030000,0.397824,0.216269,0.433306,0.020015,0.048262,0.060743,0.400004,0.000017,0.017569,0.856247,-0.079724,-0.003112,-42.082779,-42.165085,-42.359184,-42.002342,-42.195278,-42.046684,-0.007633,-0.009304,-0.009756,0.000011,0.000169,-0.000068,1.010786,0.942621,0.606603,-0.781068,-1.154747,-0.756017,0.001236,0.005509,0.006067,-0.001059,-0.003926,-0.004824,0.001964,0.007780,0.008906,0.000248,0.001753,0.001322,0.021794,0.012250,0.012025,0.006697,0.020391,-0.000068
0.040000,1.160226,0.384365,1.019836,-0.086428,1.730424,1.912076,0.400028,0.000033,0.016178,1.579523,-0.244139,0.006698,-42.657913,-41.647568,-42.843746,-42.004871,-42.804928,-43.732483,-0.010944,-0.031978,-0.028379,0.000119,-0.044900,-0.050307,0.959614,-2.321770,1.154111,-0.684381,-2.625939,-1.833152,0.012080,0.015669,0.013499,0.001461,-0.015816,-0.023071,0.000409,0.000574,-0.000427,-0.000803,0.023977,0.026217,-0.005628,0.017821,0.015948,-0.007973,0.032023,-0.050518
0.050000,1.121029,0.292050,1.158565,-0.062999,1.243878,1.921831,0.400032,0.000030,0.016220,1.362626,-0.366567,0.007216,-43.166050,-41.139122,-43.120735,-42.005524,-44.896145,-43.080830,-0.009885,-0.033688,-0.034868,0.000069,-0.041296,-0.056896,1.218861,-2.548651,0.599472,-0.676293,-1.394950,-2.282153,0.008174,0.014275,0.015371,0.000797,-0.011589,-0.019330,0.001243,-0.002436,-0.002553,0.000049,-0.007795,0.000298,0.000431,0.022832,0.029459,-0.002825,0.026424,-0.057161
0.060000,0.666807,0.194791,0.937182,-0.026509,0.869224,1.045928,0.400027,0.000023,0.016864,1.131332,-0.531427,0.005838,-43.029411,-41.802078,-41.812771,-42.007759,-43.559628,-44.902142,-0.008667,-0.024379,-0.031011,0.000066,-0.025682,-0.033437,0.684248,-0.285003,1.522859,-0.656490,-0.992124,-0.953825,0.005150,0.009392,0.015196,-0.000035,-0.010744,-0.006868,-0.000601,-0.004490,-0.001008,0.000061,0.007851,0.002493,0.004895,0.013388,0.013487,0.001083,0.023284,-0.033523
0.070000,0.299346,-0.018111,0.766994,-0.009616,0.515888,0.814726,0.400015,0.000011,0.017586,0.840715,-0.419745,0.006134,-43.007771,-42.261650,-41.432304,-42.007324,-43.321396,-43.498066,0.001002,-0.008934,-0.024806,-0.000093,-0.012996,-0.026725,0.880739,0.274519,-1.934490,-0.614979,-0.899167,-0.985480,0.004675,0.005651,0.014170,-0.000033,-0.006958,-0.006459,-0.000634,0.001734,0.001614,-0.000956,0.009300,-0.000958,-0.013832,0.006650,0.013063,0.001105,0.010805,-0.026564
0.080000,0.275248,0.020415,0.554518,-0.022099,0.474992,0.399762,0.400001,0.0000012,0.018048,0.152593,-0.139542,-0.008971,-43.197922,-42.134155,-42.324875,-42.005730,-42.265392,-43.364799,-0.002362,-0.006780,-0.015225,-0.000008,-0.018358,-0.007082,1.592527,0.738098,1.194873,-0.608786,-0.871691,0.645016,-0.005598,0.004957,0.007966,0.000421,-0.002600,-0.011899,-0.001558,0.003860,0.002325,-0.000370,-0.009399,0.015100,0.013546,-0.003952,-0.000347,-0.001689,-0.009528,-0.007121
0.090000,0.810649,-0.016608,0.504047,-0.011388,0.342708,0.412840,0.399984,0.000015,0.018297,0.453786,0.058669,0.005953,-41.266628,-39.817532,-40.552185,-42.006157,-42.094940,-41.580841,-0.007340,-0.025364,-0.017726,0.000059,-0.007970,-0.015671,3.184371,0.851042,3.139182,-0.600444,-1.289242,-1.868685,-0.005159,0.006277,-0.003231,-0.000219,-0.005929,0.002550,-0.015525,-0.004345,-0.004269,0.000420,0.007289,-0.008363,0.016382,0.016453,0.031788,0.001449,0.012032,-0.015557
