Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m^2/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m/s^2)
0.000000,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.00000021,0.0000014,0.000000091,0.00000039,0.0000013,0.400000,-0.0000000050,0.021764,0.0000001,-0.00000084,0.000036,-42.000004,-42.000004,-42.000004,-42.000000,-42.000000,-0.000000030,0.000000060,-0.000000015,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789728,-0.789727,0.000000048,-0.00000000052,0.000000005,-0.000000011,-0.000000012,-0.00000013,0.0000018,-0.00000013,-0.0000017,0.000000027,0.00000042,0.00000087,-0.0000000023,0.0000013,-0.000000069
0.020000,-0.014759,-0.011669,-0.016333,-0.021561,0.004035,0.399999,0.00000013,0.020049,0.005395,-0.002156,0.001473,-41.910976,-41.961208,-41.906353,-42.082775,-42.099300,0.003336,0.003461,0.003332,-0.003269,-0.003367,0.833802,0.741841,0.877679,-0.548387,-0.819236,-0.002716,-0.002812,-0.002837,0.004468,-0.002547,0.007850,0.008084,0.007614,-0.009299,-0.009303,0.005050,0.004409,0.003326,-0.014373,0.004078
0.030000,0.493306,0.347611,0.327469,0.025596,0.813480,0.400006,0.0000098,0.017744,0.394282,0.022694,0.002228,-42.066219,-41.787579,-42.115604,-42.081635,-41.628586,-0.009688,-0.010891,-0.009193,-0.000060,-0.017579,1.057887,1.455541,0.888717,-0.529006,-2.901874,0.003985,0.007969,0.004010,-0.009429,-0.001647,0.003470,0.008256,0.003619,-0.001247,0.018187,0.016596,0.001753,-0.009241,0.031499,-0.008338
0.040000,1.306841,0.548321,0.928769,1.415219,1.970461,0.400022,0.000023,0.016702,0.977738,-0.185472,0.009365,-41.853954,-40.663204,-41.688976,-41.520512,-42.591972,-0.018620,-0.042795,-0.024654,-0.037615,-0.055546,1.517531,2.450891,-1.930377,-3.647408,-4.142214,0.012175,0.008480,0.027341,-0.011416,-0.030307,-0.003798,-0.013283,0.004883,0.017846,0.001928,-0.000070,0.037643,-0.024682,0.010416,0.048264
0.050000,0.948616,0.435605,0.907078,1.168292,1.581267,0.400029,0.000017,0.016833,0.874562,-0.571033,0.005223,-41.668056,-40.987808,-42.566109,-42.051952,-43.358032,-0.012614,-0.027065,-0.025445,-0.035488,-0.047949,-0.371964,0.865030,0.966800,-2.359584,-3.283929,0.017848,0.022709,0.015420,-0.012838,-0.031338,0.003704,0.006200,0.004118,0.003499,0.003681,-0.016008,-0.008900,-0.025526,0.019485,0.020518
0.060000,0.667741,0.063741,0.825139,0.576588,0.976781,0.400027,0.0000089,0.017403,0.608203,-0.896371,0.003563,-41.630096,-40.657055,-42.161758,-42.982952,-45.077141,-0.002562,-0.022589,-0.026305,-0.019428,-0.030957,0.061554,1.832512,1.135314,-0.739151,0.988246,-0.000298,0.003899,0.012590,-0.001615,-0.015992,0.001525,0.001638,0.005924,0.001656,0.008781,0.002342,0.022288,-0.026371,-0.006708,0.010050
0.070000,0.416685,-0.057975,0.952488,0.297610,0.808562,0.400017,0.0000060,0.018007,0.727385,-0.891678,0.009471,-41.638447,-41.094231,-40.911205,-42.859024,-43.646545,0.000778,-0.013593,-0.031618,-0.004247,-0.024709,0.180317,0.494342,-1.373887,-0.484389,-1.481328,-0.002562,0.003363,0.021867,-0.010555,-0.011918,-0.001662,0.003555,0.002815,0.014993,0.010402,0.004906,0.010842,-0.031370,0.026068,0.017067
0.080000,0.057752,0.014351,0.492233,0.100184,0.591424,0.400003,0.0000017,0.018244,0.224980,-0.532858,-0.003039,-41.567440,-41.139019,-40.669621,-43.038967,-43.682480,-0.000950,-0.001367,-0.016211,-0.003093,-0.015271,0.222801,0.590948,2.060149,-0.446494,-0.498595,0.001637,0.009222,0.000286,-0.000234,-0.010434,-0.004509,-0.005502,0.000201,0.002324,0.012861,-0.005210,-0.024957,-0.016317,-0.003273,0.003962
0.090000,0.590774,0.383972,0.737231,0.317764,0.702423,0.399987,0.000016,0.018411,0.539987,-0.314678,0.003818,-40.248600,-39.629333,-38.375656,-42.896198,-42.931591,-0.018709,-0.015849,-0.022580,-0.009118,-0.022090,2.182191,0.832218,4.360693,-0.516096,0.786100,-0.006354,0.005088,0.005293,-0.004852,-0.010784,-0.007931,0.012614,0.003760,0.004699,0.000440,0.031626,0.019859,-0.022498,0.006993,0.007390
0.100000,0.392281,0.278247,0.523127,0.650614,0.890348,0.399967,0.000030,0.018712,0.824220,-0.190370,0.008987,-38.465923,-37.905125,-36.797523,-41.333988,-40.559666,-0.008846,-0.011618,-0.013462,-0.025548,-0.027234,4.281026,3.010092,6.291806,-2.592767,-2.546722,0.003415,-0.001422,0.006918,0.000568,-0.003843,-0.000117,0.001110,0.005065,-0.013508,0.000936,0.002566,0.020724,-0.013456,-0.013582,-0.004323
0.110000,0.687287,-0.000681,-0.016813,-0.019632,0.884948,0.399952,0.000033,0.018750,0.745937,0.096290,0.013096,-38.464417,-36.463600,-36.798264,-41.214687,-39.146229,-0.000300,-0.017842,-0.000193,-0.000912,-0.024303,6.225116,4.654200,8.250513,-4.562775,-4.488684,0.001253,0.008698,0.001988,0.000581,-0.009376,-0.000984,0.002333,-0.000932,-0.003424,0.000256,-0.004628,0.006656,-0.000169,-0.002103,0.009658
0.120000,0.880480,0.425514,-0.039704,0.367078,1.098298,0.399949,0.000027,0.018750,1.066766,0.296456,0.015930,-38.928902,-34.149773,-38.585339,-41.087650,-37.876926,-0.009427,-0.023057,0.008331,-0.008418,-0.029443,4.748375,6.336230,6.274649,-4.698062,-6.768420,0.011348,0.011673,0.006303,-0.005671,-0.012982,0.007859,-0.005005,0.022400,0.007007,-0.004506,-0.009457,0.017949,0.008363,0.013404,0.020766
0.130000,1.128122,0.139156,-0.026298,0.407915,1.009149,0.399952,0.000018,0.018864,0.883623,0.320584,0.018464,-40.879017,-32.757500,-40.512428,-40.917503,-35.496792,0.001581,-0.027219,0.000625,-0.011756,-0.026195,2.942609,10.091522,4.382359,-3.159371,-8.524742,0.005292,0.015114,0.000810,-0.011898,-0.014357,0.010364,-0.004661,0.002702,-0.001412,-0.005226,-0.009274,0.018289,0.000661,0.020555,0.016190
0.140000,0.796933,0.344679,-0.054342,0.411238,0.606728,0.399956,0.0000087,0.018922,0.113496,-0.028392,0.016840,-39.108002,-35.514351,-38.555004,-38.795929,-37.237900,-0.017539,-0.008125,-0.006751,-0.014176,-0.007729,5.089748,9.353780,6.327132,-5.071318,-6.539140,-0.004584,0.021412,-0.008621,0.003237,-0.016445,-0.014969,0.021806,-0.019147,-0.005679,0.020519,0.026088,-0.024060,-0.006760,-0.026193,0.022429
0.150000,1.023082,0.136281,0.597774,0.221743,1.337856,0.399955,0.0000072,0.019172,-0.286303,-0.391835,0.006015,-37.243629,-34.095535,-36.953178,-37.039413,-36.183357,-0.005305,-0.031046,-0.016113,-0.006594,-0.039674,7.085093,9.228843,8.809878,-7.203884,-5.462664,0.001196,0.014304,0.006118,-0.004087,-0.018939,-0.002224,-0.007587,0.009237,0.002626,-0.003979,0.002170,0.000653,-0.016219,0.004976,-0.002975
0.160000,1.284823,-0.022079,0.279567,0.043240,1.321971,0.399944,0.000012,0.019663,-0.250563,-0.456358,0.002785,-35.318886,-32.883591,-35.244202,-35.133392,-34.959007,-0.001555,-0.034463,-0.009734,-0.002094,-0.032442,8.883289,8.226089,10.677034,-9.183732,-4.112867,-0.001315,0.019430,0.003995,-0.002189,-0.018248,-0.003723,0.001144,-0.006565,-0.000993,0.010774,0.004581,-0.004801,-0.009918,0.006992,-0.009115
0.170000,1.317624,0.000543,-0.027618,-0.058234,1.410956,0.399929,0.000017,0.020257,-0.241284,-0.260019,0.000012,-33.374481,-31.582737,-33.323841,-33.168137,-35.100986,-0.000624,-0.029373,-0.001392,-0.000035,-0.036122,10.780770,7.325924,12.654101,-11.036034,-2.471186,-0.000070,0.020870,-0.000130,0.000397,-0.020628,-0.000211,0.010348,-0.004030,-0.002622,0.004906,-0.000334,-0.006758,-0.001395,0.000684,-0.005796
0.180000,0.622271,0.094489,-0.048948,-0.012560,0.499427,0.399921,0.000029,0.020485,0.049009,0.070255,-0.000892,-31.391848,-34.227310,-31.350288,-31.213852,-37.258987,-0.002320,-0.010490,0.000666,-0.000000075,-0.007429,12.771362,5.971853,14.447872,-13.002710,-0.984587,0.000391,0.008634,-0.001895,-0.000400,-0.008132,0.001329,0.008012,0.001423,-0.000249,0.012666,0.005194,0.006845,0.000719,0.002964,0.003814
0.190000,1.014373,0.147646,-0.037334,0.403260,0.567481,0.399912,0.000044,0.020476,0.543247,0.118560,-0.011041,-29.419928,-32.867725,-29.349510,-29.492163,-36.157738,-0.004540,-0.029493,0.000909,-0.007432,-0.020831,14.532730,4.020085,16.242954,-14.718343,1.326587,0.002866,0.013373,-0.001040,-0.006944,-0.008448,-0.000969,-0.006892,0.004856,0.008529,-0.019168,0.001753,0.010178,0.001022,0.003567,0.006167
0.200000,1.408981,-0.052648,-0.069446,0.237644,1.394622,0.399913,0.000060,0.020509,1.064841,0.328981,-0.012224,-29.426306,-31.713200,-29.356110,-29.724068,-33.645973,0.001489,-0.033296,0.001048,-0.005902,-0.033140,16.320765,3.012796,18.229856,-16.923723,2.647326,-0.000641,0.019273,-0.001105,-0.004990,-0.009244,0.002108,-0.009231,0.001844,-0.004392,0.002500,-0.001909,0.025544,0.001119,0.002370,0.009939
0.210000,1.132653,0.019738,-0.022181,0.203380,1.366037,0.399913,0.000055,0.020740,1.109259,0.839244,-0.010038,-31.337315,-31.231504,-31.256821,-31.632446,-32.610012,0.005972,-0.026582,0.006195,0.001180,-0.036358,14.622370,6.415460,16.201866,-14.916013,-1.770684,0.009003,0.009019,0.009579,-0.012211,-0.007641,0.011276,-0.017104,0.008703,0.006361,-0.025017,-0.035161,0.039230,0.005933,0.022300,0.014017
0.220000,0.899884,0.231327,-0.050596,0.102810,0.950324,0.399913,0.000048,0.020841,1.020467,1.410273,-0.006488,-33.487473,-29.666698,-33.213642,-33.654587,-31.947575,-0.004442,-0.021544,0.000373,-0.002653,-0.022429,12.584652,8.911157,14.205865,-12.954241,-3.675121,0.003207,0.011463,-0.001170,-0.001831,-0.010246,0.001316,-0.022320,0.001655,-0.001483,-0.020009,0.009954,0.020607,0.000448,0.001194,0.017813
0.230000,0.635031,0.758732,0.008957,0.753527,0.911401,0.399914,0.000039,0.021106,0.925249,1.329873,-0.002300,-32.462234,-28.324671,-31.309790,-32.079563,-30.379948,-0.022886,-0.011486,-0.006428,-0.021595,-0.018943,11.638888,11.690825,12.304805,-11.097888,-5.634751,0.012239,0.013099,0.000399,-0.012021,-0.011506,-0.026433,-0.005802,-0.007369,-0.021173,-0.013045,0.011695,-0.000109,-0.006154,0.013689,0.015722
0.240000,-0.020080,0.740510,0.022418,0.862698,0.265012,0.399931,0.000019,0.021249,0.193664,0.602839,0.018988,-31.298113,-28.391865,-29.329378,-30.457825,-30.329586,-0.015587,0.001547,0.001262,-0.019891,-0.003694,10.278889,13.617949,10.518218,-9.631871,-7.549121,0.014044,0.001123,0.001687,-0.012214,-0.002199,-0.006811,0.010569,0.010294,-0.011018,0.006053,-0.000037,-0.008250,0.001353,-0.001958,-0.005133
