Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m^2/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m/s^2)
0.270000,0.510483,-0.061392,1.474202,0.225360,1.483152,0.399995,-0.000023,0.021351,-0.548856,-1.601045,-0.000064,-24.056189,-30.333441,-25.637726,-24.887043,-32.585064,-0.000347,-0.013648,-0.036003,-0.007117,-0.041698,11.983594,9.606798,14.341977,-12.937011,-4.750893,-0.003130,0.005594,0.025010,-0.005441,-0.024521,-0.006099,-0.001960,0.023261,-0.001972,0.015435,0.007527,0.009584,-0.037010,0.004576,-0.003391
0.280000,1.057218,-0.034351,0.534545,-0.066371,1.621345,0.399998,-0.000022,0.021473,-0.786291,-1.399204,-0.009403,-24.100840,-29.912373,-25.426100,-24.910032,-31.584806,-0.000433,-0.029492,-0.015660,-0.000175,-0.042550,13.911592,7.128942,17.172844,-14.861754,-3.769570,-0.000484,0.015704,0.009085,0.000304,-0.022787,-0.006272,0.013421,-0.006166,-0.007036,0.028455,0.001554,-0.014770,-0.016202,0.000655,-0.024284
0.290000,1.417488,-0.069599,-0.034726,-0.055714,1.389947,0.399994,-0.000022,0.021724,-0.514194,-0.784705,0.024689,-26.066513,-28.483032,-25.341419,-24.996941,-30.423019,0.007396,-0.031193,-0.001118,-0.000014,-0.034574,15.821532,5.344951,17.109570,-16.728060,-3.126806,-0.001767,0.020864,0.001589,-0.000052,-0.019644,0.008628,0.022551,-0.003761,-0.004753,0.015432,0.010190,-0.011412,-0.001107,0.003064,-0.011644
0.300000,1.254171,0.008161,-0.075918,-0.023552,1.017058,0.399991,-0.000019,0.021971,-0.002275,0.039009,0.047022,-28.011395,-27.267670,-27.204659,-26.875769,-29.035349,-0.000888,-0.031710,0.008573,0.006860,-0.023043,13.974622,6.868875,15.177719,-14.761869,-5.206039,0.007317,0.008131,0.005199,-0.009247,-0.008842,-0.003901,-0.003540,0.014523,0.010819,0.004468,-0.026594,0.024850,0.008415,0.024824,-0.012102
0.310000,1.005366,0.286267,-0.045371,0.344093,0.974368,0.399983,-0.000015,0.022139,0.596056,0.794255,0.051239,-28.212988,-26.497959,-27.301268,-26.816668,-26.740288,-0.005361,-0.020411,0.000149,-0.006231,-0.022399,11.918735,8.191309,13.231360,-12.690765,-7.181230,0.003910,0.015753,-0.000699,-0.005056,-0.013800,0.001510,-0.009944,-0.000656,-0.000756,-0.011558,0.007183,0.004500,0.000191,-0.002641,0.010108
0.320000,0.315010,0.968000,0.037381,0.953031,0.748907,0.399985,-0.000028,0.022511,0.454096,0.878480,0.058009,-26.684019,-24.693321,-25.347507,-25.862514,-24.584234,-0.023934,-0.004961,-0.005852,-0.023185,-0.014285,11.346639,10.248972,11.198479,-10.836040,-9.489916,0.017639,0.005416,0.002384,-0.015869,-0.007863,-0.016351,0.006014,-0.001982,-0.018016,-0.003405,-0.002235,-0.003584,-0.005545,0.008459,-0.003050
0.330000,-0.061534,0.784737,0.489877,0.990564,0.161178,0.400005,-0.000042,0.022882,0.287653,0.311711,0.061576,-25.100307,-24.550220,-23.820618,-24.308638,-24.630709,-0.016277,0.001372,-0.005745,-0.018393,-0.000294,9.780148,12.179949,9.028746,-10.702867,-11.676968,0.014589,-0.001050,0.005446,-0.014523,-0.003674,-0.008952,0.006319,0.013055,-0.004552,0.010074,0.002949,0.000859,-0.005780,-0.001214,0.002748
0.340000,-0.001809,0.110498,0.715889,0.369196,0.247146,0.400026,-0.000045,0.023009,0.227424,-0.080214,0.058499,-23.233692,-26.516092,-22.124256,-22.242353,-26.532028,-0.004366,0.006977,-0.015539,-0.008712,0.002070,11.573864,10.266266,11.977884,-12.929393,-10.308002,-0.006291,0.007677,0.004055,0.000448,-0.011723,-0.006099,0.011112,-0.011286,-0.006721,0.011072,0.026964,-0.022596,-0.015982,-0.016411,0.014714
0.350000,-0.036308,0.159564,0.658297,0.496691,0.155901,0.400046,-0.000043,0.022708,0.246474,-0.263459,0.052659,-21.319866,-28.457960,-20.405499,-20.547983,-28.642817,-0.002523,-0.000204,-0.011100,-0.008280,-0.004130,13.518939,8.280348,14.792059,-14.538336,-8.264809,0.001916,-0.000985,0.010938,-0.009754,-0.004109,0.004038,-0.002718,0.003177,0.004594,-0.003074,0.003229,0.001609,-0.011358,0.005506,0.004868
0.360000,0.546876,0.377274,0.636016,0.501984,1.177560,0.400058,-0.000043,0.022484,-0.006340,-0.319789,0.044415,-19.708130,-27.055506,-18.770880,-18.804899,-27.364569,-0.006376,-0.017569,-0.011679,-0.008856,-0.030681,15.481197,7.095556,17.424332,-17.043961,-7.374998,0.007711,0.006738,0.011904,-0.010705,-0.015485,0.003510,-0.005476,-0.000485,0.002302,-0.002742,-0.004174,0.002130,-0.012150,0.001910,-0.004306
0.370000,1.441370,0.084595,-0.069376,-0.056862,1.411911,0.400068,-0.000040,0.022465,-0.007609,-0.045174,0.049157,-19.598419,-24.591356,-18.696690,-18.817377,-25.976297,-0.002093,-0.030887,-0.000257,-0.000120,-0.028182,17.450314,7.226504,19.266981,-18.892450,-4.649332,0.001406,0.018701,0.001104,0.000030,-0.021523,-0.003889,-0.001300,-0.004254,-0.003641,0.001865,0.003201,0.006846,-0.000236,0.001156,-0.001575
0.380000,1.206047,0.332366,-0.068780,0.180221,1.356863,0.400078,-0.000039,0.022674,0.403987,0.376822,0.065415,-21.732935,-22.229868,-20.548244,-20.666515,-24.478636,0.001916,-0.028279,0.007765,0.004752,-0.032025,15.257905,9.737090,17.248524,-16.780104,-7.441331,0.013912,0.009992,0.006005,-0.012447,-0.011920,0.009653,-0.015586,0.012200,0.010250,-0.016294,-0.017815,0.027708,0.007583,0.016552,-0.004659
0.390000,0.852813,0.369781,-0.043547,0.399639,0.866080,0.400092,-0.000042,0.022957,0.606508,0.702761,0.075444,-23.964348,-20.033844,-22.464041,-22.753736,-22.767344,-0.005950,-0.014625,0.000725,-0.006691,-0.015917,13.669095,12.022062,15.281865,-14.867177,-10.317259,0.007084,0.015042,-0.000498,-0.008758,-0.013239,-0.003624,-0.006134,0.002714,-0.004399,-0.006310,0.003537,0.002364,0.000819,0.004264,0.008471
0.400000,0.461258,0.693817,0.029907,0.812526,0.572800,0.400107,-0.000055,0.023262,0.425112,0.466276,0.077406,-21.805925,-18.279276,-20.566454,-21.549543,-20.958023,-0.018907,-0.005650,-0.006816,-0.019105,-0.008415,13.247917,14.638789,13.494160,-12.961495,-12.264133,0.012057,0.008290,0.001375,-0.013189,-0.009919,-0.010486,0.005125,-0.004922,-0.011494,0.004182,0.000665,0.001157,-0.006488,0.004233,0.004171
0.410000,-0.072591,0.660734,0.631070,0.945655,0.111220,0.400138,-0.000067,0.023445,0.219999,-0.191116,0.078754,-20.120016,-18.295017,-18.508533,-19.836645,-20.950203,-0.011067,0.002458,-0.006869,-0.014361,0.000233,11.419722,16.537006,11.940072,-12.939740,-14.156729,0.012581,-0.000403,0.007410,-0.016657,-0.002196,-0.000134,0.007907,0.015817,0.005633,0.007733,0.004331,-0.000677,-0.007021,0.001735,0.000123
0.420000,-0.040239,0.233019,1.089469,0.793574,0.380388,0.400166,-0.000073,0.023673,0.326791,-0.536375,0.071205,-18.389523,-20.193810,-16.286835,-18.222000,-22.810081,-0.004812,0.006658,-0.020163,-0.014917,-0.000173,11.371582,14.580678,11.905457,-13.450617,-12.544822,0.003301,0.006869,0.018478,-0.008646,-0.016132,-0.002274,0.004175,-0.002761,0.000423,0.010961,0.006817,-0.018080,-0.020665,-0.007441,0.020373
0.430000,-0.031741,0.106869,0.905196,0.480445,0.387193,0.400186,-0.000073,0.023743,0.510027,-0.464616,0.071722,-16.525492,-22.135923,-15.072310,-16.471874,-24.924751,-0.002655,-0.000466,-0.014202,-0.008800,-0.008673,13.341709,12.634156,13.781628,-16.345600,-10.394934,-0.004956,-0.000681,0.013338,-0.008353,-0.007521,-0.001644,-0.004236,0.001716,0.000633,-0.002389,0.018944,-0.001732,-0.014597,0.000566,0.002653
0.440000,0.262699,0.385238,0.483733,0.236822,1.035257,0.400197,-0.000075,0.023688,0.348340,-0.128579,0.071944,-14.890812,-22.316000,-13.001462,-14.471525,-22.630808,-0.004916,-0.004780,-0.007759,-0.004693,-0.027516,15.604143,10.610617,16.333277,-18.449335,-8.032078,0.006706,0.004404,0.008279,-0.005531,-0.015130,0.002962,-0.000637,0.000738,-0.001612,-0.009570,0.001543,0.000605,-0.007953,0.002030,0.005820
0.450000,0.700607,0.490990,-0.060831,-0.036370,0.803976,0.400206,-0.000075,0.023483,0.281193,0.277837,0.072464,-14.820579,-20.184252,-12.920780,-14.537908,-21.412971,-0.006693,-0.018070,0.001347,0.001824,-0.016269,18.330753,9.165841,17.960310,-20.291428,-6.653374,0.008944,0.008397,-0.000748,-0.000965,-0.015697,-0.002020,-0.006842,0.001719,0.004067,-0.008276,0.009335,0.009501,0.001382,0.004088,0.007721
0.460000,1.049717,0.345997,-0.063524,0.421088,1.247051,0.400223,-0.000073,0.023349,0.983922,0.854818,0.083172,-16.939730,-19.210842,-14.883689,-16.378757,-19.930624,0.003303,-0.019738,0.007958,0.002648,-0.018875,16.198832,10.171927,16.029198,-18.051502,-9.153735,0.014274,0.009911,0.006011,-0.016468,-0.007946,0.003436,-0.022238,0.007745,0.002439,-0.009011,-0.013064,0.035974,0.007735,0.014830,-0.002518
0.470000,0.534034,0.781372,-0.022949,0.695061,0.811402,0.400245,-0.000079,0.023432,0.984972,1.058974,0.097163,-19.083469,-17.152937,-16.811525,-18.535179,-18.207832,-0.009285,-0.008456,0.000858,-0.008990,-0.013707,14.901233,13.163332,14.091855,-17.148861,-10.672840,0.018103,0.009009,0.000551,-0.013907,-0.013063,-0.009448,-0.007172,0.006714,-0.012172,-0.012871,0.005148,0.007466,0.001022,0.007971,0.014306
0.480000,0.187682,0.932869,0.250982,0.628295,0.827443,0.400273,-0.000092,0.023650,0.795202,0.786715,0.104043,-19.220898,-15.188864,-16.866920,-18.440516,-16.478939,-0.014787,-0.002502,-0.002470,-0.009836,-0.010475,12.304176,15.243999,12.389963,-16.160213,-13.177852,0.020090,0.005252,0.004164,-0.012387,-0.014852,-0.014700,0.001511,0.001748,-0.008500,-0.005682,0.007880,-0.003707,-0.002477,0.009229,0.014155
0.490000,-0.103735,0.858908,0.846189,1.023893,0.401949,0.400306,-0.000097,0.024019,1.054646,0.277326,0.104716,-17.943754,-15.034479,-15.223870,-16.870607,-16.407614,-0.018453,0.002665,-0.017339,-0.019985,-0.003959,9.812032,17.245518,11.011603,-15.251563,-15.208333,0.016838,-0.002760,0.012764,-0.021397,-0.007151,-0.012986,0.008378,-0.008892,-0.008041,0.002842,0.012640,0.004537,-0.017433,0.028735,0.006404
0.500000,-0.026762,0.574691,1.011775,1.123652,0.435850,0.400339,-0.000107,0.024703,1.197594,-0.122033,0.105364,-16.198278,-17.009045,-13.539766,-15.264037,-18.409079,-0.009041,0.007189,-0.014107,-0.016477,-0.000190,7.948209,15.437375,9.753783,-14.279549,-13.924133,0.009559,0.008191,0.017872,-0.021662,-0.015733,-0.001613,0.007848,-0.005113,-0.003440,0.004998,0.016688,-0.025271,-0.014461,0.018757,0.017692
0.510000,-0.016406,0.012473,0.556343,0.249675,0.176812,0.400368,-0.000112,0.025020,1.158229,-0.305109,0.106807,-14.238705,-18.951994,-11.971894,-13.490556,-20.510881,-0.001892,-0.000400,-0.007452,-0.004693,-0.002694,9.608356,13.485251,11.754892,-16.310312,-11.991353,-0.007267,0.000013,0.005133,0.002494,-0.004401,-0.002538,-0.002908,-0.000419,-0.001754,-0.000142,0.019018,-0.002231,-0.007681,-0.010998,0.005389
0.520000,-0.020845,0.286095,0.450272,0.056335,0.664108,0.400390,-0.000118,0.024854,1.035037,-0.196986,0.105039,-12.300248,-18.954988,-10.151955,-11.582464,-20.324846,-0.003077,-0.001392,-0.005505,-0.001023,-0.012396,11.873574,11.496574,13.443398,-18.222336,-11.296092,0.003148,-0.000080,0.008919,-0.001577,-0.010083,0.003029,-0.006551,0.001652,-0.000145,-0.001354,0.008733,-0.001288,-0.005582,0.002466,0.008143
0.530000,0.640029,0.494444,0.108679,-0.055474,1.221674,0.400410,-0.000123,0.024472,0.844537,0.144046,0.107447,-12.620450,-17.414289,-10.145028,-11.657593,-18.958883,-0.005543,-0.014454,-0.001401,0.001021,-0.026195,14.184773,10.569991,15.537779,-20.000673,-8.607731,0.008223,0.007790,0.002091,0.000042,-0.020136,-0.001267,-0.003626,-0.001502,0.000388,-0.009367,0.011342,0.014684,-0.001458,-0.001683,0.019892
0.540000,1.463942,0.439325,-0.131474,0.115685,1.504059,0.400431,-0.000116,0.024450,0.659346,0.742339,0.116255,-14.623515,-16.642685,-12.013194,-13.516446,-18.324339,0.001423,-0.020728,0.007715,0.005420,-0.023056,15.891856,10.540539,17.298929,-17.920849,-7.685863,0.010531,0.024120,-0.002289,-0.010397,-0.026803,-0.002983,-0.017923,0.003187,0.002508,-0.017374,0.006867,0.019454,0.007433,0.007218,0.017632
