Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m^2/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m/s^2)
0.000000,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.00000023,0.0000016,0.000000092,0.00000038,0.0000013,0.400000,-0.0000000050,0.021764,0.00000014,-0.00000090,0.000036,-42.000004,-42.000004,-42.000004,-42.000000,-42.000000,-0.000000030,0.000000060,-0.000000015,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789728,-0.789727,0.000000047,-0.0000000024,0.000000005,-0.000000011,-0.000000012,-0.00000013,0.0000018,-0.00000013,-0.0000017,0.000000026,0.00000043,0.00000087,-0.000000002,0.0000013,-0.000000068
0.020000,-0.014418,-0.012424,-0.015866,-0.021451,0.005608,0.399999,0.000000073,0.020049,0.016551,-0.001924,0.001174,-42.064816,-41.963943,-41.905846,-41.940617,-42.037823,0.003467,0.003460,0.003325,-0.003369,-0.003539,0.707744,0.805471,0.804842,-1.037816,-0.781299,-0.002704,-0.002707,-0.002696,0.004650,-0.002680,0.008194,0.008112,0.007644,-0.009554,-0.009846,0.005151,0.004228,0.003319,-0.014778,0.004502
0.030000,0.311424,0.390625,0.390310,0.824455,0.021724,0.400009,0.0000084,0.017729,0.395266,-0.210762,0.001117,-42.318913,-42.022617,-42.178684,-41.514362,-41.944641,-0.008809,-0.008298,-0.009220,-0.016832,0.000519,0.875494,1.099797,0.651327,-1.373033,-0.656717,0.007880,0.003480,0.004785,-0.007861,-0.002356,0.010299,0.006741,0.009440,0.025195,0.003428,0.000704,0.016268,-0.009264,0.007762,0.010328
0.040000,0.761003,0.500163,1.051171,1.743361,1.667291,0.400037,0.000014,0.016528,0.445783,-0.882577,0.002480,-42.103657,-41.686588,-43.742668,-40.692669,-43.363468,-0.018153,-0.021877,-0.026434,-0.053431,-0.043233,1.138237,1.394561,0.339843,-3.690107,-2.327407,0.007897,0.019569,0.023978,-0.022178,-0.014686,-0.001752,0.008951,0.022401,0.010658,0.041291,0.005213,-0.006161,-0.026661,0.020473,0.002887
0.050000,1.118696,0.195343,1.121619,1.111923,1.733460,0.400052,0.0000085,0.016596,0.240922,-1.517844,-0.004170,-41.985809,-41.157169,-44.148029,-42.127560,-44.140827,-0.008653,-0.032220,-0.035623,-0.030702,-0.047813,0.613925,-2.538199,2.558534,2.709372,-0.805449,0.003350,0.031092,0.021419,-0.016825,-0.021766,0.001895,0.022218,0.013090,0.026578,0.040293,0.003356,-0.011317,-0.035853,0.015225,0.019589
0.060000,0.546437,-0.039624,0.996915,0.700510,1.135508,0.400049,0.000001,0.017138,-0.029481,-1.811437,-0.007531,-42.083881,-41.266163,-44.356113,-41.773235,-43.550674,0.001475,-0.022422,-0.031951,-0.020127,-0.037571,0.452814,-0.827379,1.023408,-1.431580,-2.521908,0.004567,0.007552,0.020789,-0.013235,-0.005541,-0.000017,-0.000066,0.021114,0.020708,0.021693,-0.013397,0.008741,-0.031920,0.016520,-0.020524
0.070000,0.308314,-0.050865,0.911651,0.449622,0.925155,0.400037,-0.0000028,0.017801,-0.130496,-1.745189,-0.006243,-42.000637,-41.730392,-43.895012,-41.553253,-43.064774,-0.000208,-0.011063,-0.028555,-0.014933,-0.028320,0.324270,-0.143721,-1.904176,-0.805094,-1.799960,-0.001890,0.005408,0.021154,0.001434,-0.016592,-0.004902,0.004246,0.023851,0.010325,0.024558,0.005361,0.001256,-0.028564,-0.022474,0.011880
0.080000,0.149346,-0.030060,0.811453,0.188571,0.792137,0.400017,-0.0000050,0.018275,-0.212187,-1.325812,-0.000827,-41.918236,-41.482178,-43.514938,-41.859798,-41.713207,-0.000636,-0.005308,-0.030207,-0.004587,-0.028514,0.276541,-0.212155,-0.298724,-0.732565,-1.484046,-0.001130,0.003157,0.008293,-0.002911,-0.002041,-0.004369,0.004036,0.007489,0.007733,0.008565,0.002605,0.001426,-0.030110,0.001555,-0.023724
0.090000,0.638045,-0.053203,0.570339,0.067888,0.508253,0.399990,0.000011,0.018439,0.003288,-0.690544,0.014730,-40.028801,-40.552383,-41.904133,-41.843773,-41.445621,-0.007001,-0.018982,-0.018437,-0.001722,-0.015422,2.171891,2.124298,1.846774,-0.849023,-1.698788,-0.008019,-0.000034,0.000686,-0.006728,-0.009041,-0.021292,0.009614,0.007479,0.002723,0.006514,0.016346,0.014229,-0.018356,0.010930,0.002905
0.100000,0.440127,0.525044,0.312986,0.561176,0.882734,0.399965,0.000027,0.018642,0.398588,-0.303269,0.032496,-38.345692,-38.874275,-40.370583,-40.782761,-40.065754,-0.014206,-0.012876,-0.008484,-0.021167,-0.023624,4.495822,4.301954,3.817557,-3.170837,-2.864054,0.003759,0.003868,0.002889,0.001266,-0.007367,0.012151,0.004677,0.005755,-0.006292,0.011562,0.009059,0.006543,-0.008431,-0.017347,-0.001068
0.110000,0.670037,0.218042,-0.026752,0.141092,0.906347,0.399950,0.000036,0.018638,0.498091,0.054532,0.042448,-38.714626,-37.362068,-40.285347,-41.108803,-37.680038,-0.004867,-0.017599,0.000350,-0.004661,-0.025612,6.732791,6.664544,5.797383,-5.187409,-5.595417,0.003998,0.008920,0.000316,-0.001424,-0.010196,0.004341,0.001899,0.001129,0.001036,-0.001240,-0.002264,0.002942,0.000384,-0.001497,0.005147
0.120000,0.724064,0.488570,0.020275,0.406526,1.063649,0.399942,0.000034,0.018671,0.564838,0.210495,0.050853,-39.336647,-35.115871,-40.208279,-40.952156,-37.264874,-0.011363,-0.018966,0.000384,-0.010140,-0.025910,5.739845,9.355365,3.766494,-4.029916,-7.215270,0.013761,0.009515,0.008676,-0.012453,-0.014110,0.005040,-0.000867,0.003037,0.004462,0.002876,-0.020497,0.009437,0.000423,0.027276,0.012335
0.130000,0.798352,0.161740,-0.025739,0.433312,0.837383,0.399943,0.000024,0.018680,0.187825,0.137921,0.057408,-41.330490,-34.262291,-40.214905,-41.479057,-34.970959,0.000832,-0.017780,0.000842,-0.013312,-0.022073,3.686964,12.818162,1.819644,-1.940699,-10.484668,0.005115,0.012563,0.000354,-0.004719,-0.010916,0.010370,0.001864,0.003140,-0.003305,-0.003656,-0.007846,0.002319,0.000860,-0.003708,-0.000110
0.140000,0.479072,0.308465,0.688333,0.519502,0.469534,0.399945,0.000022,0.018687,-0.064278,-0.049080,0.055622,-39.647209,-36.384808,-38.588024,-39.848545,-37.136047,-0.017171,-0.004050,-0.018119,-0.015729,-0.004410,5.632201,10.807054,4.176306,-4.130546,-8.474203,-0.006061,0.017941,-0.003076,0.000380,-0.016617,-0.018378,0.016490,0.003345,-0.003297,0.019011,0.032050,-0.035985,-0.018145,-0.019894,0.026572
0.150000,0.848140,0.164587,0.651302,0.493805,1.057187,0.399941,0.000027,0.018911,-0.115521,-0.288339,0.049420,-37.723450,-35.690945,-37.062321,-38.154217,-36.788425,-0.006680,-0.026813,-0.018886,-0.014067,-0.030778,7.683744,9.341240,6.731152,-6.055544,-8.353841,0.001897,0.010321,0.006960,-0.007357,-0.014488,-0.002876,-0.006705,0.001269,0.002853,-0.003699,-0.000433,0.006709,-0.018925,0.003541,-0.005264
0.160000,0.953991,-0.005849,0.442014,0.196347,1.128392,0.399929,0.000033,0.019307,-0.002270,-0.311982,0.049968,-35.760853,-35.093777,-35.768547,-36.152760,-34.337799,-0.000922,-0.023879,-0.013597,-0.007547,-0.030542,9.606524,8.002386,9.006069,-8.091410,-8.631506,-0.000492,0.014093,0.006529,-0.003687,-0.016131,-0.000722,0.002390,-0.002121,-0.006624,0.000161,0.001329,0.002989,-0.013691,0.004090,-0.002042
0.170000,1.084806,0.080646,0.148526,0.199988,1.217547,0.399913,0.000036,0.019803,-0.001781,-0.128925,0.051505,-33.845554,-33.695099,-33.765053,-34.244972,-34.093704,-0.002633,-0.026052,-0.005546,-0.005392,-0.030650,11.529168,6.315275,10.930407,-10.195808,-7.692035,0.001296,0.017096,0.002954,-0.002369,-0.017687,0.000332,0.002767,-0.003571,0.003714,0.001480,-0.001118,-0.003429,-0.005614,-0.002733,-0.001187
0.180000,0.677684,0.092260,0.007917,0.249023,0.339776,0.399905,0.000044,0.019992,0.172443,0.092591,0.047634,-31.870876,-35.857456,-31.829123,-32.572071,-36.186672,-0.002356,-0.012517,-0.000499,-0.005052,-0.001654,13.466892,4.944210,12.857640,-12.232455,-6.228747,0.000706,0.009522,-0.000537,-0.003830,-0.008664,0.001183,0.006501,0.001234,0.003684,0.015742,0.004569,0.004559,-0.000479,0.000779,0.008645
0.190000,1.196147,0.116699,0.040955,0.341234,1.044797,0.399898,0.000053,0.020113,0.256004,0.109691,0.043965,-29.995012,-34.729931,-29.883068,-30.980858,-33.783451,-0.003363,-0.034105,-0.001011,-0.008005,-0.031636,15.446527,3.144264,14.855389,-14.326034,-4.302905,0.002834,0.015042,0.001037,-0.006952,-0.013105,0.000486,-0.008822,0.004089,0.001461,-0.011732,-0.003322,0.005572,-0.000970,0.003728,0.000888
0.200000,1.527251,-0.040514,-0.077455,-0.072738,1.559399,0.399893,0.000060,0.020414,0.094298,0.420257,0.046293,-29.993561,-34.925495,-29.871986,-31.067245,-32.617306,0.000306,-0.035677,0.000754,-0.000097,-0.040346,17.411026,2.897421,16.766775,-16.277761,-3.876671,-0.000212,0.017776,-0.000894,0.001373,-0.019504,-0.001177,-0.007669,-0.0000053,-0.002929,-0.017244,-0.002574,0.011023,0.000794,-0.004354,-0.003809
0.210000,0.960772,0.004813,-0.033844,-0.029047,0.956560,0.399890,0.000058,0.020617,0.209139,1.004987,0.060054,-31.960758,-34.335373,-31.765383,-33.028728,-30.306404,0.006692,-0.026103,0.006704,0.006951,-0.023729,15.511797,5.887514,14.903391,-14.276540,-6.471790,0.007803,0.003925,0.007060,-0.008735,-0.006475,0.012962,-0.020599,0.010872,0.013259,-0.019341,-0.027330,0.026524,0.006486,0.025744,-0.009457
0.220000,0.765811,0.395740,-0.054593,-0.033338,0.980121,0.399891,0.000063,0.020614,0.588965,1.530761,0.067058,-34.301434,-32.091698,-33.702400,-34.970196,-28.011578,-0.007967,-0.019539,0.000622,0.000286,-0.020381,13.373674,7.516459,12.863214,-12.326507,-8.980732,0.005969,0.010580,-0.001485,-0.000281,-0.014354,-0.004255,-0.020881,0.003082,0.002461,-0.019262,0.010830,0.007053,0.000698,0.003616,0.013041
0.230000,0.708019,0.714313,0.000458,0.577929,0.749578,0.399885,0.000073,0.020667,1.259747,1.477184,0.054931,-32.778614,-29.906721,-31.692873,-33.593662,-25.843948,-0.022581,-0.015934,-0.006625,-0.016939,-0.016474,11.884748,9.756980,10.917785,-11.286127,-10.537762,0.011681,0.011851,-0.000505,-0.007271,-0.016849,-0.028970,-0.014603,-0.008846,-0.012741,-0.021061,0.014009,0.008869,-0.006410,0.009858,0.029947
0.240000,-0.012463,0.855636,0.026900,0.882632,0.743229,0.399899,0.000058,0.020759,0.851144,0.855078,0.072534,-31.787775,-29.954935,-29.722433,-32.619068,-26.250935,-0.017590,0.002109,0.001067,-0.020262,-0.008495,10.668974,11.725850,9.078251,-10.505532,-12.951020,0.017779,0.001617,0.003164,-0.011406,-0.006256,-0.007833,0.011012,0.008816,-0.018802,0.007185,-0.000580,-0.011989,0.001141,0.001626,-0.009189
0.250000,-0.108436,0.571282,1.222994,0.774467,0.385042,0.399923,0.000055,0.020988,0.739381,0.150678,0.068680,-30.484791,-29.814632,-28.209452,-31.667250,-28.185061,-0.014480,0.001367,-0.023112,-0.016746,-0.001763,9.373943,13.681005,8.431186,-9.308678,-13.685561,0.007413,-0.003527,0.014280,-0.014424,-0.008167,-0.010908,0.003289,-0.001528,-0.000524,0.005770,0.021592,0.008214,-0.023532,0.018821,0.004664
0.260000,0.012514,-0.062354,0.976370,0.500539,0.368599,0.399939,0.000059,0.021039,0.682700,-0.218841,0.068422,-28.488430,-31.739166,-26.742859,-29.979080,-29.992748,-0.000985,0.006323,-0.023249,-0.014048,-0.007755,11.330355,11.661373,11.496929,-11.579388,-12.018950,-0.008187,0.009226,0.009265,-0.000103,-0.014735,-0.005910,0.010795,-0.010345,-0.008393,0.000156,0.023470,-0.032389,-0.023729,-0.018116,0.026672
