Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m^2/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m/s^2)
0.000000,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.00000021,0.0000014,0.000000099,0.00000060,0.0000012,0.400000,-0.0000000050,0.021764,-0.0000000075,-0.00000085,0.000036,-42.000004,-42.000004,-42.000004,-42.000000,-42.000000,0.000000,0.000000060,-0.000000015,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789728,-0.789728,0.000000048,0.000000000017,0.0000000050,-0.000000013,-0.0000000089,-0.00000014,0.0000018,-0.00000014,-0.0000017,0.000000026,0.00000042,0.00000086,-0.0000000023,0.0000013,-0.000000082
0.020000,-0.024928,-0.023520,-0.025059,-0.011615,-0.012152,0.399999,0.000000087,0.020050,0.008689,-0.002380,0.000985,-41.903751,-41.903690,-42.011784,-42.080494,-41.939148,0.003395,0.003399,0.003387,-0.003327,-0.003424,0.711323,0.823011,0.884892,-0.676911,-0.591409,-0.003451,-0.003449,-0.003311,0.004112,0.003911,0.008047,0.008082,0.007993,-0.009550,-0.009812,0.007493,0.007120,0.003375,-0.012247,-0.011983
0.030000,0.293995,0.425291,0.453133,0.051237,0.065045,0.400004,0.000018,0.017585,0.884980,-0.117268,-0.001985,-42.218552,-41.920948,-42.004726,-42.063126,-41.845703,-0.009381,-0.008261,-0.010372,-0.0000026,-0.000085,0.872133,0.845058,1.107720,-0.767594,-0.573035,0.007298,0.003006,-0.000105,-0.010344,-0.010061,0.009166,0.004251,0.009430,0.002152,0.002242,0.007680,0.019826,-0.010410,0.034748,0.032074
0.040000,0.616242,0.730235,1.351198,1.752580,1.953886,0.400028,0.000032,0.016300,1.639464,-0.474619,0.006182,-41.892818,-41.657906,-42.191635,-43.375172,-44.646095,-0.022769,-0.019034,-0.040037,-0.046754,-0.049317,-1.421688,0.828502,1.323527,-2.267606,-1.425004,0.011689,0.011499,0.016621,-0.013269,-0.018084,-0.000342,0.001707,-0.000957,0.026472,0.037480,0.008432,0.004998,-0.040193,0.030497,0.045577
0.050000,0.627125,0.270906,1.527624,1.546116,1.568580,0.400034,0.000028,0.016450,1.595068,-0.838182,0.020619,-41.694286,-41.372543,-42.607197,-43.949299,-43.876667,-0.012009,-0.020677,-0.041702,-0.045468,-0.047814,-0.397310,0.622995,0.868827,-1.847904,-1.746480,0.004579,0.016855,0.028666,-0.017533,-0.010044,-0.006278,0.002351,0.014037,0.012527,0.009113,0.001972,0.008653,-0.041705,0.046764,0.028879
0.060000,0.372565,0.100686,1.199693,0.631223,1.128048,0.400026,0.000020,0.017176,1.055881,-0.888962,0.012588,-41.599792,-41.936382,-41.570358,-43.939049,-43.277252,-0.002810,-0.009040,-0.036217,-0.018435,-0.036697,-0.250033,0.409019,-1.824383,0.780581,2.572714,0.001172,0.009365,0.015399,-0.008100,-0.018160,0.002781,0.005467,0.010174,0.009919,0.008286,-0.000456,-0.007952,-0.036221,0.014746,0.037088
0.070000,0.299521,0.034742,0.619644,0.188532,0.776289,0.400012,0.0000091,0.017738,0.680363,-0.624310,0.002936,-41.560631,-41.782742,-41.255676,-43.832260,-43.455395,-0.001379,-0.009852,-0.019794,-0.005968,-0.022903,0.070788,0.646163,-1.049700,0.347766,0.721049,0.000035,0.003357,0.014064,-0.002792,-0.009363,0.000453,0.001613,0.002443,0.001703,0.009492,0.005506,0.007479,-0.019714,0.004127,0.013569
0.080000,0.225764,0.191567,0.441198,0.407328,0.580040,0.399999,0.0000036,0.018072,0.642705,-0.356184,-0.000816,-41.903343,-42.090534,-41.852287,-42.617722,-43.168030,-0.006028,-0.006386,-0.013223,-0.016940,-0.015391,-0.156322,0.555595,-0.741393,-1.659581,1.104851,0.001275,0.001841,0.005792,0.003053,-0.006807,0.002626,0.002982,0.002694,-0.007627,0.010311,0.004436,0.004820,-0.013328,-0.015603,0.008689
0.090000,0.541292,0.415749,0.726246,0.537670,0.612926,0.399986,0.0000084,0.018434,0.425184,-0.297275,0.003336,-40.170372,-39.867634,-40.959610,-42.659870,-41.497353,-0.019668,-0.020478,-0.020106,-0.009448,-0.021414,1.992995,1.630639,1.741644,0.326893,-0.563707,-0.003561,0.005934,0.002151,-0.017118,-0.004784,-0.010340,-0.004344,0.010300,0.021153,-0.004697,0.019866,0.004804,-0.020033,0.027914,-0.005956
