Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m^2/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m/s^2)
0.000000,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.0000002,0.0000014,0.0000001,0.0000006,0.0000012,0.400000,-0.0000000050,0.021764,-0.00000017,-0.00000083,0.000036,-42.000004,-42.000004,-42.000004,-42.000000,-42.000000,-0.000000030,0.000000060,-0.000000015,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789727,-0.789728,0.000000044,-0.000000000092,0.0000000064,-0.000000015,-0.0000000082,-0.00000013,0.0000018,-0.00000013,-0.0000017,0.000000026,0.00000042,0.00000086,-0.0000000024,0.0000013,-0.00000008
0.020000,-0.013194,-0.012367,-0.014988,0.006518,-0.021181,0.399999,0.00000016,0.020050,0.006832,-0.002623,0.000837,-41.905716,-41.904152,-41.904480,-42.040066,-41.943981,0.003350,0.003345,0.003358,-0.003490,-0.003372,0.692964,0.747059,0.715777,-0.820688,-0.833844,-0.002653,-0.002645,-0.002752,-0.002553,0.004207,0.008172,0.008055,0.008070,-0.009795,-0.009823,0.004279,0.004000,0.003350,0.004762,-0.013849
0.030000,0.369950,0.282767,0.401277,0.044682,0.080942,0.400003,0.000017,0.017574,0.860522,-0.098599,-0.002458,-42.075504,-41.916691,-41.910553,-41.932087,-41.948437,-0.007722,-0.009163,-0.009514,0.000017,-0.000227,0.657529,0.905328,0.755993,-0.763944,-1.078415,0.005699,0.004295,0.004753,0.001434,-0.005163,0.005067,0.007118,0.007807,0.001826,0.001614,0.015709,0.015771,-0.009529,0.009341,0.026283
0.040000,1.078519,0.622410,1.031239,1.677432,2.018028,0.400028,0.000031,0.016274,1.300317,-0.403138,0.006493,-42.179035,-41.454689,-42.636269,-41.271648,-41.057133,-0.017844,-0.030743,-0.025884,-0.044709,-0.054102,1.284567,1.514635,1.926140,-2.611171,-4.843665,0.010239,0.009085,0.014648,-0.019076,-0.020759,0.001401,0.000513,0.008721,0.025461,0.029592,-0.004417,0.021907,-0.026006,0.030902,0.035860
0.050000,0.894003,0.380431,1.397355,1.482487,2.136431,0.400033,0.000021,0.016555,1.080931,-0.799380,0.002204,-42.005669,-42.775688,-42.988956,-42.358402,-39.953239,-0.012809,-0.024356,-0.044884,-0.048423,-0.067380,0.624061,1.002016,0.329980,-1.857034,3.533558,0.012801,0.021838,0.021335,-0.015473,-0.021845,0.001204,0.009760,-0.000434,0.001371,0.010049,-0.006061,-0.001480,-0.044863,0.028270,0.045794
0.060000,0.407491,0.103963,1.067767,0.452676,1.262388,0.400024,0.0000038,0.017527,0.187870,-0.884238,-0.009658,-41.927906,-42.562172,-41.684826,-43.059872,-40.615788,-0.004570,-0.016039,-0.031882,-0.009874,-0.037912,-0.198784,0.941555,2.429389,-0.711422,1.134112,0.000277,0.006088,0.014738,-0.000117,-0.015214,-0.002440,-0.002578,0.007974,0.019449,0.014674,0.003220,0.012948,-0.031965,-0.010152,0.014271
0.070000,0.244066,0.033560,0.578771,0.019792,0.628366,0.400013,-0.00000096,0.018204,-0.101533,-0.614926,-0.005299,-41.845360,-43.085636,-41.398769,-43.015324,-41.679977,-0.002593,-0.006389,-0.018652,-0.000666,-0.018711,1.567037,0.498877,1.959691,-0.700176,-0.744064,-0.007540,0.005048,0.011893,-0.007055,-0.007111,0.000203,0.006497,0.004222,-0.000430,0.006352,0.021071,0.001767,-0.018611,0.018850,0.001308
0.080000,0.095889,0.100862,0.401134,0.081202,0.317191,0.400000,0.0000037,0.018297,0.167361,-0.150088,0.000232,-41.866039,-43.040264,-41.383720,-43.106010,-42.240772,-0.002761,-0.002497,-0.013487,-0.001907,-0.007748,1.517231,0.316074,1.443847,-0.741194,-0.958385,0.000100,0.004819,0.000254,-0.001543,-0.003999,0.001386,-0.000410,-0.000862,0.001328,0.006268,0.003896,-0.008294,-0.013470,0.003629,0.004258
0.090000,0.411359,0.419422,0.635030,0.390357,0.468290,0.399989,0.000026,0.018236,0.682325,0.077950,0.009880,-40.212986,-40.883251,-40.367352,-43.644806,-42.824585,-0.018783,-0.019815,-0.018101,-0.009256,-0.012033,3.627568,2.640579,2.944276,-0.817136,-1.152978,0.001355,-0.005886,0.004362,-0.005353,-0.001174,-0.012473,-0.012603,0.002936,0.006970,0.004578,0.015370,0.034457,-0.018074,0.007343,-0.006048
0.100000,0.239089,0.365537,0.415734,0.666781,0.857814,0.399976,0.000042,0.018213,1.049108,0.070033,0.020754,-38.760529,-39.232891,-38.996033,-42.135185,-42.162880,-0.010704,-0.007344,-0.010439,-0.025449,-0.023629,5.678865,4.472708,4.850145,-3.225783,-3.093604,0.004711,0.004548,0.005256,0.000765,-0.007687,0.001101,-0.002860,0.004478,-0.014995,0.001592,0.004618,-0.002078,-0.010371,-0.012786,0.007759
0.110000,0.658994,0.171994,0.000036,0.271596,0.793870,0.399973,0.000046,0.017973,0.920311,0.095808,0.027737,-39.081047,-37.557358,-39.002872,-42.010990,-40.642117,-0.003684,-0.014617,-0.000674,-0.009196,-0.021864,7.614404,6.779099,6.854395,-5.111859,-5.733078,0.003618,0.007547,0.002091,-0.002315,-0.008842,0.005193,0.011725,-0.002094,-0.002589,-0.000626,-0.002848,0.012078,-0.000676,-0.000061,0.010483
0.120000,0.727795,0.392899,0.428079,0.603198,0.998007,0.399979,0.000041,0.017867,0.960364,-0.033417,0.028218,-38.935318,-36.109138,-38.856319,-42.905403,-39.283051,-0.009569,-0.019972,-0.008640,-0.015123,-0.026950,6.276698,9.581253,5.697799,-3.856104,-8.445279,0.013102,0.009233,0.012026,-0.016283,-0.013524,0.005432,-0.003069,0.013067,0.007294,0.001481,-0.021374,0.017802,-0.008613,0.035898,0.019488
0.130000,0.642774,0.125589,0.351935,0.463525,0.899694,0.399985,0.000035,0.017893,0.741847,-0.169762,0.032399,-40.921680,-34.534836,-40.943684,-42.699738,-37.966015,0.000756,-0.016899,-0.005406,-0.014303,-0.025434,4.272557,11.845734,4.064782,-2.181832,-10.307372,0.003066,0.010212,0.006251,-0.006851,-0.011651,0.006133,-0.000577,0.006966,-0.001818,-0.001857,-0.000898,0.006052,-0.005585,0.004309,0.009311
0.140000,0.493261,0.223507,0.719668,0.617015,0.480328,0.399991,0.000033,0.017959,0.443262,-0.412884,0.021150,-39.371902,-36.918713,-38.623024,-41.171513,-40.491833,-0.014432,-0.003365,-0.027022,-0.019518,-0.005410,6.276834,10.620972,6.570014,-4.092793,-8.291740,-0.006403,0.017932,0.000145,0.000360,-0.018135,-0.014836,0.022460,-0.010537,-0.000090,0.023500,0.032345,-0.030717,-0.027025,-0.018670,0.036518
0.150000,0.777422,0.048247,0.789789,0.591541,1.055925,0.399986,0.000038,0.018249,0.310923,-0.608220,0.009409,-37.414371,-35.390282,-37.856834,-38.939384,-39.258709,-0.003139,-0.025391,-0.022274,-0.018501,-0.035109,8.234448,8.642403,9.620403,-6.456095,-6.472271,0.000572,0.011234,0.009658,-0.007556,-0.013385,-0.002012,-0.003028,0.006494,0.003027,-0.003879,-0.000183,0.007516,-0.022589,0.005565,0.000782
0.160000,1.332489,-0.047553,0.279623,0.395640,1.146577,0.399976,0.000041,0.018839,0.276030,-0.651590,-0.003930,-35.434265,-32.872334,-36.165844,-37.543781,-37.986763,-0.000258,-0.035011,-0.009063,-0.011072,-0.029909,10.112232,6.603236,11.698749,-8.383959,-6.321300,-0.001049,0.022114,0.005347,-0.007066,-0.016403,-0.001034,0.009348,-0.002834,0.004042,0.011901,0.000948,0.004210,-0.009161,0.008063,0.002103
0.170000,1.742341,-0.086507,-0.092497,0.194669,1.209962,0.399964,0.000050,0.019626,0.697805,-0.675484,-0.005216,-33.470123,-31.874752,-34.128849,-35.524536,-37.874645,0.000784,-0.043513,0.000628,-0.005786,-0.032033,12.147874,4.666658,13.343977,-10.567607,-4.303122,-0.002709,0.026417,-0.001746,-0.003660,-0.017531,0.000987,0.018108,0.000546,0.002764,0.015462,0.006156,0.021560,0.000712,0.006279,0.014670
0.180000,0.722104,-0.021446,-0.040805,0.080806,0.469218,0.399962,0.000068,0.020135,1.188825,-0.583605,-0.011223,-31.516716,-34.007790,-32.163586,-33.675030,-40.020844,-0.000036,-0.010603,0.000426,-0.002583,-0.007448,14.070299,2.540011,15.231213,-12.493384,-2.478857,-0.000621,0.010072,-0.001098,-0.002000,-0.009641,-0.002124,0.019023,0.000339,-0.000594,0.016806,0.001425,0.018409,0.000490,0.003384,0.014871
0.190000,1.078857,-0.025162,-0.030857,0.212590,1.083229,0.399954,0.000079,0.020407,1.303926,-0.498085,-0.021985,-29.561220,-33.643948,-30.212315,-31.912447,-38.883236,0.000115,-0.029076,0.000206,-0.005338,-0.035081,16.032887,1.366803,17.190575,-14.554525,-1.000797,0.000809,0.013006,0.000506,-0.002405,-0.010491,0.0000016,0.005099,0.0000094,0.005333,-0.004149,-0.007826,0.024863,0.000268,-0.001431,0.015387
0.200000,1.267269,-0.035858,-0.053001,-0.057661,1.075869,0.399952,0.000084,0.020628,1.106289,-0.180690,-0.027947,-29.544434,-32.408947,-30.201447,-31.887571,-37.381271,0.000445,-0.031105,0.000677,0.000423,-0.031711,17.994244,2.501434,19.158651,-16.423906,-0.292376,-0.000143,0.008551,-0.000710,0.000528,-0.014492,0.000364,0.006315,-0.000141,-0.001443,-0.003096,-0.003146,0.042864,0.000687,-0.002998,-0.002590
0.210000,1.065018,-0.003753,-0.042228,-0.024649,0.937472,0.399953,0.000086,0.020671,1.380971,0.324520,-0.021983,-31.515190,-31.107977,-32.159527,-33.778320,-35.941753,0.006859,-0.027639,0.007066,0.006911,-0.022490,16.018023,4.420744,17.255817,-14.695729,-2.744889,0.007451,0.008739,0.006858,-0.008484,-0.011826,0.011878,-0.009488,0.012132,0.013558,0.001775,-0.026190,0.038064,0.006811,0.025532,0.030811
0.220000,1.172409,-0.040594,-0.059522,-0.043604,1.129617,0.399953,0.000090,0.020540,1.773412,0.994235,-0.029343,-33.464455,-28.683596,-34.110958,-35.728535,-34.628357,-0.000168,-0.027777,-0.000056,-0.000021,-0.030097,14.060273,6.511001,15.210121,-12.739825,-4.891239,-0.001041,0.016655,-0.001083,-0.0000012,-0.013162,-0.001100,-0.019432,-0.001875,-0.000113,-0.020994,0.001174,0.032123,-0.000022,0.000355,0.034579
0.230000,1.296399,0.384736,-0.017011,0.938622,0.923712,0.399946,0.000083,0.020683,2.021373,1.305634,-0.045806,-31.426582,-28.178963,-32.243839,-35.008213,-33.816757,-0.014725,-0.025033,-0.006821,-0.026392,-0.020025,12.352807,7.231586,13.333376,-12.358562,-7.637370,0.005141,0.022733,-0.000193,-0.012524,-0.010202,-0.010266,-0.021247,-0.011309,-0.023736,-0.010471,0.016632,0.033700,-0.006543,0.024999,0.027698
0.240000,0.223827,0.828186,0.011995,0.909524,0.576639,0.399955,0.000063,0.020972,1.696759,0.915105,-0.031510,-29.783430,-28.013136,-30.256300,-33.444660,-32.139694,-0.017807,-0.003330,0.001581,-0.022325,-0.012381,11.609274,9.697940,11.489580,-10.885184,-9.583053,0.016419,0.004521,0.001542,-0.014028,-0.006535,-0.012200,0.006095,0.013302,-0.016914,-0.003893,0.015832,-0.001159,0.001716,0.023792,0.011634
0.250000,-0.041582,0.663190,0.022647,0.755321,0.141632,0.399984,0.000039,0.021002,0.818484,-0.114287,-0.004593,-28.092733,-30.021345,-28.281284,-32.367989,-32.122597,-0.011984,0.008227,0.000898,-0.015610,-0.001908,10.126493,11.555395,9.526639,-8.565337,-11.570268,0.012548,-0.000093,0.001793,-0.012945,-0.001720,0.004914,0.022282,0.006403,0.004764,0.007937,0.007377,-0.000298,0.000960,0.012980,-0.001738
0.260000,-0.012546,0.125418,1.210752,0.321281,0.380752,0.400017,0.000034,0.020840,0.388311,-0.929806,-0.018836,-26.100040,-31.962875,-26.770803,-30.859047,-34.506512,-0.006113,-0.000566,-0.024870,-0.009193,-0.002385,12.117357,9.603384,12.723276,-10.365218,-9.908457,-0.005994,0.006547,0.007174,0.001161,-0.016006,-0.010894,-0.005009,0.016981,-0.000458,0.019445,0.034808,-0.024342,-0.025621,-0.014002,0.029780
0.270000,0.158415,0.051620,1.230047,0.327763,1.162390,0.400029,0.000034,0.020711,0.075079,-1.150678,-0.035327,-24.285410,-32.061321,-25.398367,-28.774372,-33.352631,-0.001411,-0.005861,-0.029636,-0.009705,-0.036743,14.120679,7.787809,13.911456,-12.506325,-8.149335,-0.000109,0.002028,0.022054,-0.005023,-0.016892,0.000548,-0.005925,0.011553,0.000259,0.000811,0.002845,0.005723,-0.030410,0.000692,0.003253
0.280000,0.893219,-0.052696,0.635534,0.388627,0.729943,0.400028,0.000041,0.020754,0.123323,-0.895192,-0.032920,-24.296291,-30.571753,-25.180086,-27.064682,-32.266380,0.000079,-0.027043,-0.013729,-0.009011,-0.020570,15.941442,7.172709,16.529659,-14.178351,-5.801929,-0.000939,0.009475,0.012843,-0.007770,-0.015621,-0.003733,0.003004,0.002260,0.004710,-0.004298,0.003927,0.011551,-0.014224,0.005314,0.012942
