Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m^2/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m/s^2)
0.420000,0.011726,0.065493,1.321666,1.524477,-0.100362,0.400215,-0.000036,0.023606,0.692207,-0.196003,0.075187,-18.476261,-21.097404,-16.557989,-15.952464,-23.267815,-0.002145,0.006409,-0.020333,-0.025159,0.006514,13.133170,14.388586,10.959148,-14.667160,-14.706804,-0.004853,0.009839,0.019103,-0.028917,-0.005800,-0.004845,0.006532,-0.003911,-0.004763,0.005700,0.018270,-0.034679,-0.020888,0.013470,0.005773
0.430000,-0.063113,-0.063240,0.966128,0.627393,-0.024219,0.400241,-0.000040,0.023868,0.676779,-0.290039,0.075349,-16.527733,-23.055172,-15.346088,-13.868567,-25.243942,0.000654,-0.000276,-0.014407,-0.009194,-0.000566,15.120399,12.392777,14.028935,-17.115557,-12.861232,-0.003981,-0.002550,0.016885,-0.005613,-0.001404,-0.000135,-0.005617,-0.001302,0.000791,-0.003273,0.012497,0.009543,-0.014873,-0.004356,0.007881
0.440000,-0.010554,0.004611,0.599543,0.377269,0.391774,0.400257,-0.000042,0.023655,0.515652,-0.152691,0.075256,-14.616856,-23.092953,-13.255459,-11.834166,-23.736113,-0.000394,-0.000975,-0.009057,-0.005573,-0.014304,17.087929,10.447185,16.080807,-19.655224,-11.440329,0.000733,0.000479,0.011127,-0.006659,-0.005039,-0.001867,-0.004240,0.001281,0.000933,-0.010584,-0.004304,-0.003720,-0.009255,0.001784,0.002973
0.450000,0.762768,0.275070,0.229106,-0.037194,0.969413,0.400270,-0.000045,0.023156,0.368401,0.420750,0.080574,-14.783253,-21.750271,-13.339052,-11.732297,-22.380877,-0.002942,-0.018881,-0.003677,0.000779,-0.017745,19.408802,8.825178,17.933975,-21.534863,-9.814246,0.003906,0.007892,0.005279,-0.001657,-0.016673,-0.000511,-0.007335,-0.006096,-0.000716,-0.007299,0.013524,0.015983,-0.003904,0.005317,0.005131
0.460000,1.073482,0.777270,-0.022841,0.604219,1.400223,0.400289,-0.000046,0.023156,0.426443,0.967294,0.099695,-17.138218,-20.127502,-15.219026,-13.819653,-20.915960,-0.002032,-0.019351,0.007500,0.001946,-0.025400,19.518578,9.210783,16.062449,-20.118147,-7.974526,0.022824,0.016275,0.007503,-0.021337,-0.023639,-0.003876,-0.022375,0.009905,-0.001032,-0.022413,-0.008465,0.010884,0.007311,0.008456,0.010449
0.470000,0.881021,0.555767,-0.067447,0.539315,0.880166,0.400310,-0.000052,0.023438,0.511093,1.280289,0.116225,-19.201061,-18.582676,-17.154646,-15.682983,-18.736416,-0.007036,-0.015920,0.001574,-0.005730,-0.015303,17.171862,12.181288,14.011477,-18.220146,-10.782776,0.014722,0.009359,-0.001608,-0.012819,-0.008489,-0.009998,-0.020576,0.007044,-0.009828,-0.018960,-0.005263,0.021741,0.001734,0.006131,-0.005318
0.480000,0.303812,0.785163,0.159717,0.880093,0.492813,0.400338,-0.000065,0.023784,0.462071,1.071088,0.123058,-19.263260,-16.737923,-17.168039,-15.513873,-16.971075,-0.011967,-0.004186,-0.001448,-0.010487,-0.006239,15.751919,14.229607,11.984086,-16.303432,-12.936762,0.018715,0.007341,0.002781,-0.019811,-0.007459,-0.012205,-0.000786,0.002613,-0.013284,-0.002749,-0.003171,-0.004831,-0.001401,0.010692,0.002496
0.490000,-0.094055,0.605934,0.946411,1.303933,-0.041810,0.400373,-0.000073,0.024162,0.583575,0.569017,0.125358,-17.414740,-16.765501,-15.434185,-13.997578,-16.994326,-0.015570,0.002540,-0.017327,-0.021758,0.001954,14.179719,16.168806,10.263180,-13.439290,-14.841929,0.010807,-0.002866,0.014993,-0.025107,-0.000597,-0.016408,0.008922,-0.012959,-0.017827,0.006814,0.006414,0.005482,-0.017407,0.017011,0.001493
0.500000,-0.032578,0.358938,1.388926,1.663271,-0.009330,0.400410,-0.000085,0.024887,0.602887,0.235242,0.121763,-15.720256,-18.644226,-13.225503,-12.478562,-18.836521,-0.005173,0.006728,-0.020279,-0.018818,0.006132,12.025013,14.150130,8.569620,-10.387964,-13.050213,0.007044,0.008343,0.024918,-0.034267,-0.008568,-0.003747,0.007087,-0.012551,-0.008242,0.006267,0.006063,-0.025719,-0.020516,0.017125,0.011420
0.510000,-0.017267,-0.060557,0.910068,0.872353,-0.077074,0.400439,-0.000095,0.025490,0.171244,0.166247,0.121987,-13.742589,-20.598780,-11.049471,-11.068705,-20.787245,-0.000121,-0.000411,-0.013710,-0.013238,0.000405,13.681170,12.236966,11.475236,-11.882689,-11.129956,-0.007569,0.000330,0.007130,-0.008964,0.002289,-0.001876,-0.002752,-0.008870,-0.008969,-0.001146,0.017083,-0.004787,-0.013984,-0.011703,-0.006407
0.520000,-0.019133,-0.020419,0.495862,0.416854,-0.018826,0.400464,-0.000102,0.025507,-0.129976,0.275223,0.119801,-11.784405,-20.703552,-9.241355,-9.198805,-20.788923,-0.000045,-0.000725,-0.004513,-0.004140,-0.001077,15.650969,10.266730,13.826380,-13.581679,-9.154608,-0.001464,-0.000564,0.008505,-0.006091,-0.000564,-0.000493,-0.003204,0.000036,0.000029,-0.003700,0.003487,0.002181,-0.004563,-0.001514,0.002829
0.530000,0.573331,0.120872,0.168950,0.447417,0.038958,0.400489,-0.000098,0.024942,0.037019,0.403131,0.124093,-11.713464,-19.226713,-9.275879,-9.432649,-18.907701,-0.000674,-0.013972,-0.000586,-0.002841,-0.006995,17.603010,8.589264,15.826779,-16.400585,-7.228522,0.001177,0.005108,0.003149,-0.008064,-0.001768,0.001879,-0.005824,0.001323,0.000672,-0.008673,0.008507,0.012420,-0.000615,0.001251,0.010192
0.540000,1.512916,0.351917,-0.112638,0.491034,1.451235,0.400519,-0.000095,0.024682,0.245385,0.720358,0.131650,-13.694613,-16.874636,-11.116119,-11.335587,-17.429363,0.003036,-0.023743,0.007733,0.002061,-0.021397,17.451954,6.977448,17.794500,-16.566685,-6.110852,0.009388,0.025447,-0.001404,-0.017392,-0.018578,0.000012,-0.019434,0.003270,-0.004529,-0.014776,-0.000432,0.002632,0.007460,0.002522,-0.003698
