Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m^2/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m/s^2)
0.000000,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.00000023,0.0000016,0.000000088,0.0000006,0.0000012,0.400000,-0.0000000050,0.021764,0.00000012,-0.00000090,0.000036,-42.000004,-42.000004,-42.000004,-42.000000,-42.000000,-0.000000030,0.000000060,-0.000000015,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789728,-0.789727,0.000000051,-0.0000000017,0.0000000049,-0.000000013,-0.00000001,-0.00000013,0.0000018,-0.00000013,-0.0000017,0.000000026,0.00000042,0.00000087,-0.000000002,0.0000013,-0.000000072
0.020000,-0.014630,-0.011802,-0.016906,-0.021634,0.005029,0.399999,0.000000075,0.020049,0.013283,-0.003033,0.001263,-41.912540,-42.065987,-41.907703,-41.941154,-41.926228,0.003346,0.003463,0.003355,-0.003387,-0.003476,0.692117,0.791045,0.811372,-1.038566,-0.866732,-0.002670,-0.002760,-0.002870,0.004675,-0.002592,0.007831,0.008105,0.007696,-0.009658,-0.009558,0.005039,0.004310,0.003341,-0.014885,0.004247
0.030000,0.249791,0.355897,0.300942,0.054489,0.045710,0.400003,0.000017,0.017553,0.904711,-0.128459,-0.001736,-42.119232,-42.051914,-41.922573,-42.014538,-41.916473,-0.008600,-0.007875,-0.008660,0.000232,-0.00000055,0.920491,0.473906,0.727033,-1.234963,-0.917572,0.005113,0.001282,0.001963,-0.004223,0.002475,0.008050,0.004087,0.005114,0.002897,0.002148,0.013025,0.025154,-0.008682,0.021246,0.001705
0.040000,0.695791,0.815436,0.823899,1.658467,2.070005,0.400033,0.000031,0.016073,1.176250,-0.638286,0.011381,-41.791912,-41.752140,-43.151596,-44.347157,-41.032749,-0.025113,-0.018307,-0.018802,-0.041316,-0.054340,1.607635,1.375546,0.760063,1.282327,-2.231364,0.006876,0.020773,0.026005,-0.020684,-0.017745,0.000449,0.010315,0.017382,0.036483,0.037456,0.015601,-0.012821,-0.018910,0.034582,0.025589
0.050000,0.868912,0.301645,1.105415,1.116095,2.175003,0.400046,0.000022,0.015984,1.001686,-1.185993,0.015728,-42.307915,-43.104145,-41.767300,-44.272911,-42.419712,-0.010054,-0.025714,-0.038149,-0.038422,-0.064418,1.239980,-0.359865,2.022474,-1.835674,-3.744160,0.006093,0.019817,0.024217,-0.005006,-0.022600,0.004952,0.011486,0.003387,0.005007,0.031714,0.001112,0.014071,-0.038214,0.001066,0.040919
0.060000,0.683802,0.115485,1.204136,0.759711,1.466693,0.400042,0.000013,0.016641,0.465815,-1.408087,0.009700,-42.715454,-42.407757,-42.701710,-42.891663,-43.622368,-0.004369,-0.025077,-0.038775,-0.024084,-0.048590,1.265689,1.346285,2.572796,-1.441566,-3.133139,0.001425,0.013462,0.025315,-0.015311,-0.020068,0.003273,0.001025,0.015784,0.014442,0.019794,-0.001095,-0.000025,-0.038915,0.028356,0.026055
0.070000,0.320319,-0.054244,0.680024,0.233421,1.031269,0.400029,0.000010,0.017483,0.473682,-1.130700,0.011391,-42.705334,-42.860626,-42.378639,-42.753071,-43.740662,-0.000499,-0.006791,-0.017710,-0.010323,-0.027584,1.320412,-0.203913,1.910704,-0.547391,-2.002594,-0.002804,0.007598,0.018596,0.003509,-0.013689,-0.006878,0.012719,0.017995,-0.004916,0.028968,0.007670,0.005243,-0.017638,-0.013556,0.018239
0.080000,0.198097,-0.000250,0.371366,0.196178,0.483207,0.400012,0.000005,0.017895,0.234359,-0.602753,0.009628,-42.717964,-42.747459,-43.103470,-43.244606,-43.496033,-0.000165,-0.006177,-0.010860,-0.005171,-0.015932,1.304047,-0.328704,0.990705,-0.820994,-0.993434,0.000821,0.002643,0.005249,-0.008386,-0.001177,-0.001890,0.001852,0.007220,0.003890,0.004004,-0.004083,0.000276,-0.010854,0.011765,-0.011626
0.090000,0.739704,0.256279,0.525267,0.550641,0.293105,0.399995,0.0000094,0.018090,-0.241942,-0.358905,0.007708,-40.666725,-42.016365,-41.994892,-42.091228,-43.366642,-0.014126,-0.027046,-0.018359,-0.015510,-0.004832,3.330072,2.085229,2.791580,-0.898669,0.534148,0.000085,-0.001081,0.002182,-0.002459,-0.010053,-0.007636,-0.002092,-0.000451,0.008277,0.014648,0.007124,0.021476,-0.018261,-0.017999,0.016398
0.100000,0.434051,0.246204,0.420664,0.672247,0.568504,0.399981,0.000019,0.018249,-0.010059,-0.463082,0.020697,-38.868404,-40.712433,-40.228859,-40.553139,-42.358585,-0.008564,-0.012759,-0.011655,-0.018809,-0.020324,5.236597,4.072487,4.581800,-3.121825,-2.142693,0.002141,0.004928,0.003664,-0.007513,0.001544,0.001044,0.004764,0.006735,0.007591,-0.003870,0.002432,0.000776,-0.011547,0.000897,-0.021325
0.110000,0.628457,-0.016111,0.171268,0.206077,0.635911,0.399977,0.000024,0.018106,0.015901,-0.465919,0.029924,-38.781048,-38.467010,-40.628872,-40.337658,-41.389416,0.000001,-0.017375,-0.005094,-0.005778,-0.017652,7.150798,7.051187,6.579630,-5.393388,-4.833094,0.000692,0.006510,0.002105,-0.003012,-0.006641,0.000373,0.006468,0.003884,0.003503,0.006680,-0.003739,0.003026,-0.005125,0.000309,-0.002933
