Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m^2/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m/s^2)
0.000000,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.0000002,0.0000014,0.00000011,0.00000038,0.0000012,0.400000,-0.0000000050,0.021764,-0.00000015,-0.0000008,0.000036,-42.000004,-42.000004,-42.000004,-42.000000,-42.000000,0.000000,0.000000060,-0.000000015,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789726,-0.789728,0.000000039,-0.00000000017,0.0000000056,-0.000000013,-0.0000000083,-0.00000013,0.0000018,-0.00000014,-0.0000017,0.000000027,0.00000044,0.00000086,-0.0000000031,0.0000013,-0.000000084
0.020000,-0.013712,-0.014180,-0.015345,0.007121,-0.023060,0.399999,0.00000011,0.020049,0.014080,-0.000800,0.001262,-41.958885,-41.906189,-42.069092,-42.100941,-42.029423,0.003476,0.003353,0.003483,-0.003352,-0.003376,0.745529,0.679522,0.678019,-0.779406,-0.838088,-0.002847,-0.002675,-0.002694,-0.002689,0.004709,0.008480,0.008103,0.008396,-0.009484,-0.009940,0.004759,0.004137,0.003465,0.005214,-0.015098
0.030000,0.389059,0.343016,0.416684,0.059476,0.073015,0.400005,0.000017,0.017584,0.874155,-0.110996,-0.002174,-42.200871,-42.214897,-42.431805,-41.984509,-42.034016,-0.008717,-0.009228,-0.009496,-0.000105,-0.0000035,0.771593,0.835660,0.879592,-0.891320,-0.974488,0.004836,0.005041,0.005211,-0.004921,-0.004971,0.006697,0.008129,0.009113,0.001800,0.002321,0.014017,0.014630,-0.009543,0.026525,0.023875
0.040000,1.073871,0.481369,1.319473,1.815458,1.785052,0.400027,0.000034,0.016365,1.609370,-0.454227,0.013513,-42.016350,-40.991627,-42.544800,-43.335999,-44.627018,-0.016062,-0.035204,-0.040608,-0.049454,-0.045590,1.549961,2.405730,1.686893,-1.393129,-1.379792,0.007358,0.005990,0.009549,-0.009090,-0.014923,-0.003617,-0.007784,-0.003166,0.025049,0.033329,-0.001536,0.036499,-0.040686,0.010252,0.029060
0.050000,0.791567,0.256477,1.272265,1.382857,1.495057,0.400038,0.000029,0.016437,1.271847,-0.779661,0.015208,-42.597599,-42.200844,-42.017052,-42.681618,-45.125134,-0.008577,-0.021449,-0.031267,-0.038939,-0.044473,1.343935,1.061903,2.778248,1.627443,-1.211447,0.001229,0.021419,0.023842,-0.019938,-0.021328,0.003017,0.009238,0.018528,0.014850,0.010418,0.008121,-0.014646,-0.031426,0.045652,0.047702
0.060000,0.411467,-0.021864,1.273389,1.024050,1.236705,0.400029,0.000017,0.017173,0.659847,-0.921265,0.002507,-42.514732,-42.736725,-40.859306,-41.578369,-43.886944,-0.000518,-0.009410,-0.041081,-0.036202,-0.045695,1.262410,0.770445,-2.383121,1.516001,0.459808,-0.000517,0.006899,0.021352,-0.009812,-0.010752,-0.000705,0.012285,0.005777,-0.000174,-0.001839,-0.003737,0.014661,-0.041011,0.011605,0.011465
0.070000,0.117578,-0.018026,0.813260,0.315437,0.724572,0.400014,0.0000039,0.017824,0.133779,-0.625350,-0.003155,-42.391663,-42.988438,-40.987011,-41.425243,-43.195648,-0.001382,-0.004048,-0.024628,-0.009928,-0.020523,1.192578,1.015595,2.229401,0.649824,-0.660214,-0.000982,0.005856,0.019311,-0.004056,-0.010468,-0.005323,-0.001472,0.006100,0.002436,0.010655,0.004421,-0.010606,-0.024590,0.005549,0.014564
0.080000,0.170450,0.197877,0.630596,0.329897,0.563091,0.399999,0.0000012,0.018291,-0.013945,-0.190023,-0.003049,-42.659275,-42.787613,-41.669838,-41.353672,-42.158039,-0.005416,-0.007747,-0.020473,-0.010083,-0.016723,1.358251,1.086902,1.184246,-0.427048,-0.270950,0.001581,-0.002920,0.003095,-0.002812,-0.005939,0.002993,-0.000982,-0.000192,0.001842,0.003830,0.002102,0.019687,-0.020497,-0.003322,0.000534
0.090000,0.400048,0.333673,0.568798,0.433982,0.278214,0.399986,0.000016,0.018480,0.364175,0.057153,0.007971,-41.263962,-40.634483,-40.519043,-41.182091,-42.738110,-0.016835,-0.015912,-0.016079,-0.009787,-0.005177,3.272999,1.615968,2.427231,-0.457193,-0.948335,-0.000297,0.007809,0.003709,-0.006829,-0.005304,-0.013645,-0.008095,0.003196,0.008185,0.009867,0.017582,-0.001551,-0.015959,0.009303,0.010406
0.100000,0.539291,0.191515,0.417774,0.946246,0.580396,0.399971,0.000023,0.018766,0.412717,-0.044044,0.017355,-39.256393,-39.460938,-39.136517,-38.831089,-40.532169,-0.006281,-0.015922,-0.010694,-0.028406,-0.018654,5.220887,3.476266,4.574233,-2.662035,-3.203186,0.003591,0.000097,0.004636,-0.004515,0.001737,0.001045,0.001696,0.006187,-0.003899,-0.003863,-0.004945,0.020311,-0.010658,-0.010423,-0.021070
