0,0.004607,1,1,0.10836,0.074442,-0.39267,0.030768,-0.12898,-0.080646,0.98788,-15.238,8.7081,4.7349
1,0.024619,1,1,-0.011446,0.072157,-0.3964,0.03991,-0.99824,0.039455,0.019069,-177.99,-4.6566,-4.4452
2,0.034593,1,1,-0.010063,0.073324,-0.39462,0.011756,0.0019958,0.0046695,0.99992,0.23498,-0.53237,1.3483
3,0.044691,1,1,-0.010062,0.073322,-0.39462,0.011651,0.0019462,0.0047462,0.99992,0.22935,-0.54124,1.3362
4,0.054634,1,1,-0.010061,0.07332,-0.39462,0.011657,0.0019448,0.0047151,0.99992,0.22915,-0.53768,1.3369
5,0.064734,1,1,-0.010061,0.073324,-0.39462,0.01168,0.0019277,0.0047163,0.99992,0.2272,-0.53783,1.3395
6,0.074702,1,1,-0.010063,0.073328,-0.39461,0.01172,0.0019462,0.0046328,0.99992,0.22923,-0.52823,1.3441
7,0.084813,1,1,-0.010061,0.073327,-0.39462,0.011643,0.0019445,0.0048084,0.99992,0.22923,-0.54837,1.3353
8,0.094699,1,1,-0.010063,0.073324,-0.39462,0.011638,0.0019734,0.0047033,0.99992,0.2324,-0.53629,1.3347
9,0.11473,1,1,-0.010064,0.073323,-0.39462,0.011692,0.001988,0.0046292,0.99992,0.234,-0.52777,1.341
10,0.12473,1,1,-0.010065,0.073327,-0.39462,0.011745,0.0019905,0.0046327,0.99992,0.23433,-0.52816,1.347
11,0.1347,1,1,-0.010065,0.073325,-0.39462,0.011704,0.0019782,0.0046249,0.99992,0.23288,-0.52729,1.3423
12,0.14472,1,1,-0.01006,0.073335,-0.39461,0.011686,0.0019337,0.0052225,0.99992,0.22858,-0.59582,1.3403
13,0.15466,1,1,-0.010061,0.073318,-0.39462,0.011606,0.0019973,0.0046654,0.99992,0.23507,-0.53193,1.331
14,0.1647,1,1,-0.01006,0.073324,-0.39461,0.01168,0.0019571,0.0049131,0.99992,0.23084,-0.56034,1.3396
15,0.17466,1,1,-0.010061,0.073325,-0.39462,0.011625,0.0019081,0.0047438,0.99992,0.22497,-0.54103,1.3333
16,0.19475,1,1,-0.010063,0.073325,-0.39462,0.01176,0.0019554,0.004632,0.99992,0.2303,-0.52812,1.3487
17,0.2047,1,1,-0.010064,0.073322,-0.39462,0.011668,0.0019803,0.0046701,0.99992,0.23316,-0.53248,1.3382
18,0.21468,1,1,-0.010062,0.073334,-0.39461,0.011728,0.0019349,0.0050675,0.99992,0.22853,-0.57805,1.3451
19,0.2247,1,1,-0.010065,0.07333,-0.39462,0.011719,0.0019545,0.0046876,0.99992,0.23025,-0.5345,1.344
20,0.23468,1,1,-0.010062,0.073331,-0.39461,0.011588,0.0019353,0.0048544,0.99992,0.22821,-0.55367,1.329
21,0.24477,1,1,-0.010062,0.073328,-0.39462,0.0117,0.001951,0.0047472,0.99992,0.22993,-0.54134,1.3419
22,0.2547,1,1,-0.010062,0.073323,-0.39462,0.011645,0.00197,0.0046724,0.99992,0.23197,-0.53276,1.3355
23,0.27467,1,1,-0.010061,0.073323,-0.39462,0.011636,0.0019597,0.0047366,0.99992,0.23088,-0.54012,1.3345
24,0.2848,1,1,-0.010061,0.073332,-0.39461,0.01164,0.0019236,0.0051297,0.99992,0.22726,-0.58522,1.3351
25,0.29468,1,1,-0.010062,0.073328,-0.39462,0.011768,0.0019789,0.0047474,0.99992,0.23316,-0.54131,1.3496
26,0.30471,1,1,-0.01006,0.073334,-0.39461,0.011664,0.0019336,0.0051246,0.99992,0.22841,-0.58462,1.3378
27,0.31477,1,1,-0.010063,0.073327,-0.39462,0.011662,0.001935,0.0047937,0.99992,0.22813,-0.5467,1.3375
