Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.00000023,0.0000015,0.00000013,0.00000016,0.00000059,0.0000012,0.400000,-0.0000000054,0.021764,-0.000000050,-0.000001,0.000035,-42.000004,-42.000004,-42.000004,-41.999996,-42.000000,-42.000000,-0.000000045,0.000000045,-0.000000015,0.000000,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789729,-0.789727,-0.789728,0.000000043,-0.000000002,0.0000000057,0.0000000041,-0.000000014,-0.0000000089,-0.00000015,0.0000018,-0.00000015,0.000000035,-0.0000017,0.000000043,0.00000027,0.00000089,0.000001,-0.0000006,0.0000014,-0.0000000095
0.020000,-0.017275,-0.015365,-0.018592,-0.017096,0.010021,-0.019234,0.399999,0.00000013,0.020049,0.005170,-0.001893,0.000788,-42.068314,-42.012493,-41.960243,-41.999622,-42.047874,-41.944305,0.003486,0.003362,0.003491,-0.001235,-0.003481,-0.003398,0.706788,0.822245,0.740201,-0.792361,-0.783000,-0.568243,-0.002843,-0.003014,-0.003024,0.001848,-0.002829,0.004301,0.008485,0.007957,0.008278,-0.001753,-0.009666,-0.009791,0.005173,0.005229,0.004864,-0.003479,0.005856,-0.003399
0.030000,0.273223,0.376933,0.469133,0.018628,0.038593,0.080607,0.400005,0.000018,0.017578,0.849428,-0.106244,-0.002311,-42.054543,-42.093491,-42.438225,-41.996063,-41.941006,-41.840569,-0.008706,-0.007944,-0.010013,0.000086,0.000061,-0.000157,1.114933,0.675560,0.681953,-0.809496,-0.708534,-0.685401,0.005756,0.002376,0.006600,-0.001568,-0.003582,-0.011186,0.008264,0.004696,0.010519,0.000764,0.001907,0.001928,0.010781,0.021884,0.010277,0.007308,0.018601,-0.000134
0.040000,0.673374,0.451656,1.458170,0.855511,1.304809,1.829372,0.400037,0.000023,0.016392,0.852557,-0.836537,0.007917,-42.755512,-41.837967,-43.243229,-42.273720,-42.992390,-43.344475,-0.015628,-0.017499,-0.037645,-0.016243,-0.034994,-0.047866,0.800198,1.630394,1.420543,-0.734275,-1.525206,-0.645158,0.005150,0.019801,0.019690,-0.008893,-0.010143,-0.013585,0.000382,0.013390,0.022801,0.009992,0.031119,0.043444,0.002447,-0.019470,0.010844,0.008843,0.002779,-0.048107
0.050000,0.713160,0.082310,1.660935,-0.038601,1.046802,1.684697,0.400048,0.000015,0.016491,0.465871,-1.250588,0.001993,-43.050117,-42.957947,-44.085621,-42.269104,-42.496677,-42.516743,-0.004060,-0.022782,-0.052799,-0.000424,-0.030182,-0.050916,0.860358,0.828884,0.539667,-0.702471,0.857544,-2.897356,0.001014,0.013805,0.022556,-0.001929,-0.010716,-0.020365,-0.000040,0.007307,0.013819,-0.002114,0.016257,0.021407,-0.000081,0.011713,0.018755,0.001676,0.010109,-0.051152
0.060000,0.665385,-0.075106,1.114855,-0.025808,0.631582,1.040274,0.400039,0.000012,0.017040,0.284202,-1.269013,-0.004357,-42.958038,-41.480141,-42.770576,-42.276718,-42.184250,-43.079510,-0.000322,-0.025458,-0.035211,-0.000105,-0.020227,-0.033730,0.761648,0.527837,1.311888,-0.690368,-0.594502,-1.267776,-0.001947,0.009528,0.015644,0.0000052,-0.007767,-0.011949,-0.005189,-0.001072,0.015728,-0.001705,0.008900,0.013504,0.002782,0.009726,0.008119,0.000688,0.008718,-0.033656
0.070000,0.352378,0.006174,0.639854,-0.012957,0.398752,0.707907,0.400026,0.000010,0.017519,0.064873,-0.993197,-0.010488,-42.878906,-42.075409,-43.920563,-42.282570,-42.782284,-42.699383,-0.000474,-0.010776,-0.022991,-0.000098,-0.010439,-0.022730,0.748097,0.880193,1.569878,-0.667493,-0.218253,1.150914,0.006115,0.010381,0.003185,-0.000101,-0.005290,-0.007556,-0.004270,0.004359,0.007276,-0.000957,0.011512,0.008463,-0.014476,-0.006045,0.016764,0.001831,0.005417,-0.022699
0.080000,0.317831,-0.027358,0.504868,-0.015752,0.374552,0.567797,0.400012,0.0000088,0.017764,0.173516,-0.502549,-0.001891,-42.875511,-42.626572,-43.960979,-42.281544,-43.357674,-43.349243,-0.000163,-0.010593,-0.009745,-0.000128,-0.010587,-0.017573,1.068624,0.956636,-0.083465,-0.655126,-0.635895,0.587014,-0.001169,-0.001621,0.014812,0.000192,-0.004012,-0.006330,-0.002443,0.003012,0.015241,-0.001316,0.005508,0.003513,0.001051,0.016470,-0.017512,-0.000853,0.001855,-0.017613
0.090000,0.803102,0.215209,0.448548,-0.040451,0.582644,0.656959,0.399991,0.000013,0.017942,0.105050,-0.158643,0.006292,-40.829491,-41.020489,-42.415001,-42.269230,-41.634045,-41.788662,-0.013427,-0.021333,-0.019684,0.000277,-0.021036,-0.017948,2.960832,1.812432,1.901279,-0.637871,-1.703400,-1.761551,-0.006551,0.015145,-0.004919,0.000149,-0.005676,-0.001269,-0.008727,0.007424,-0.008135,0.001382,-0.006788,0.007528,0.023997,-0.011576,0.029365,0.000552,-0.001174,-0.017806
0.100000,0.719379,0.227484,0.425793,-0.066344,0.801973,0.688119,0.399971,0.000021,0.018319,0.266787,-0.202292,0.016827,-39.022156,-38.728542,-40.691586,-40.314335,-40.105850,-40.261620,-0.007760,-0.023888,-0.012932,0.000329,-0.024938,-0.018882,4.791405,3.987301,4.194474,-2.562550,-3.271737,-4.290720,0.002653,0.000789,0.003856,0.003236,-0.001948,-0.006725,-0.000698,-0.002345,0.003102,0.001249,-0.000929,0.006567,0.000631,0.023906,0.004438,-0.003919,-0.017086,-0.018882
