Graph
Time (Seconds),L2_force (kg*m/s^2),L1_force (kg*m/s^2),L3_force (kg*m/s^2),R1_force (kg*m/s^2),R2_force (kg*m/s^2),R3_force (kg*m/s^2),body_x (Meters),body_y (Meters),body_z (Meters),body_alpha (Degrees),body_beta (Degrees),body_gemma (Degrees),L1_angle (Degrees),L2_angle (Degrees),L3_angle (Degrees),R1_angle (Degrees),R2_angle (Degrees),R3_angle (Degrees),L1_tor (kg*m^2/s^2),L2_tor (kg*m^2/s^2),L3_tor (kg*m^2/s^2),R1_tor (kg*m^2/s^2),R2_tor (kg*m^2/s^2),R3_tor (kg*m^2/s^2),L1_angle2 (Degrees),L2_angle2 (Degrees),L3_angle2 (Degrees),R1_angle2 (Degrees),R2_angle2 (Degrees),R3_angle2 (Degrees),L1_tor2 (kg*m^2/s^2),L2_tor2 (kg*m^2/s^2),L3_tor2 (kg*m^2/s^2),R1_tor2 (kg*m^2/s^2),R2_tor2 (kg*m^2/s^2),R3_tor2 (kg*m^2/s^2),L1_force_x (kg*m/s^2),L2_force_x (kg*m/s^2),L3_force_x (kg*m/s^2),R1_force_x (kg*m/s^2),R2_force_x (kg*m/s^2),R3_force_x (kg*m/s^2),L1_force_y (kg*m/s^2),L2_force_y (kg*m/s^2),L3_force_y (kg*m/s^2),R1_force_y (kg*m/s^2),R2_force_y (kg*m/s^2),R3_force_y (kg*m^2/s^2)
0.000000,Null,Null,Null,Null,Null,Null,0.400000,-0.0000000075,0.022500,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
0.010000,-0.00000025,0.0000016,0.000000043,-0.00000040,0.00000044,0.0000013,0.400000,-0.0000000047,0.021764,0.00000094,-0.00000046,0.000036,-42.000004,-42.000004,-42.000004,-41.999996,-42.000000,-42.000000,0.000000,0.000000060,-0.000000015,0.000000,0.000000,-0.000000015,0.789734,0.789734,0.789734,-0.789727,-0.789727,-0.789727,0.000000042,-0.0000000015,0.0000000028,0.0000000066,-0.000000014,-0.000000013,-0.00000013,0.0000018,-0.00000013,0.000000026,-0.0000018,0.000000017,0.00000042,0.00000085,0.000001,0.00000047,0.0000013,-0.0000000100
0.020000,-0.012237,-0.011581,-0.012726,0.000421,-0.024355,0.004262,0.399999,0.000000065,0.020048,0.020210,-0.002535,0.001605,-41.956799,-41.905239,-42.012627,-41.990097,-42.076935,-42.040680,0.003461,0.003353,0.003352,-0.002247,-0.003233,-0.003451,0.771948,0.732688,0.839376,-0.782838,-0.733695,-0.759502,-0.002625,-0.002657,-0.002624,-0.001588,0.004743,-0.002521,0.008268,0.007916,0.007829,-0.002530,-0.009184,-0.009405,0.004629,0.003909,0.003097,0.000275,-0.015566,-0.003445
0.030000,0.497781,0.216094,0.586723,1.193259,-0.009377,0.025319,0.400016,-0.00000045,0.017914,-0.166234,-0.679584,-0.005363,-41.957287,-41.790615,-41.963139,-41.703911,-41.958618,-41.921673,-0.005089,-0.009355,-0.011703,-0.021914,0.001728,0.001591,1.209954,0.497620,1.626268,-0.725065,-0.886613,-0.892823,0.008492,0.010807,0.008914,-0.013793,-0.007984,-0.001025,0.013396,0.022600,0.023815,0.017100,0.009198,0.009926,-0.009991,-0.006769,0.009136,-0.001635,0.025771,0.001655
0.040000,0.842521,0.061097,1.503403,0.748328,0.755939,1.773926,0.400054,0.0000045,0.016944,0.111250,-1.782105,-0.003986,-42.271725,-41.405155,-42.750202,-41.822502,-42.543896,-41.145367,-0.005660,-0.026900,-0.042709,-0.017258,-0.020977,-0.045320,1.230281,1.489036,-0.439916,-1.168410,-1.237544,-4.097054,-0.004193,0.012633,0.038165,-0.010488,-0.000889,-0.011862,0.002751,0.012685,0.036599,0.017898,0.027563,0.062990,0.015931,0.000247,-0.009340,0.002012,-0.018790,-0.045618
0.050000,0.551307,-0.051806,1.597743,0.050506,0.397770,2.058236,0.400068,0.0000058,0.017005,0.140964,-2.352125,-0.006855,-42.226063,-42.392540,-41.768772,-41.791302,-43.122147,-40.129135,-0.001002,-0.019453,-0.051660,-0.003749,-0.010002,-0.065440,1.028736,1.473190,3.637103,-0.753272,-0.962259,-6.239050,-0.001126,0.008432,0.035500,0.002986,-0.007193,-0.027502,-0.008867,0.013191,0.043286,-0.002620,0.016163,0.063825,-0.000258,0.010942,-0.009678,-0.005435,0.007690,-0.065672
0.060000,0.383894,-0.019600,1.115911,0.002205,0.143233,1.643332,0.400057,0.0000013,0.017493,0.160182,-2.099993,-0.002053,-42.302258,-42.186951,-42.753220,-41.831600,-42.964024,-41.258141,-0.001345,-0.012253,-0.040204,-0.000742,-0.007689,-0.048735,1.201840,-0.772977,0.594008,-0.566895,-0.711156,2.285354,-0.000124,0.012260,0.022136,-0.004367,-0.001546,-0.019426,-0.009918,0.007460,0.023355,-0.005396,-0.002682,0.060751,-0.001035,-0.016442,0.011881,0.005513,-0.003397,-0.048824
0.070000,0.314457,-0.009725,0.741141,0.250599,0.110547,1.022035,0.400034,-0.0000042,0.018004,-0.044416,-1.474681,-0.002214,-42.337543,-42.024517,-42.424538,-42.049274,-42.886555,-42.099674,-0.000564,-0.009876,-0.015856,-0.005673,-0.005009,-0.036490,1.343635,-0.900656,2.110966,-0.523001,-0.919469,-1.354046,0.000659,0.003394,0.014495,-0.002959,-0.006334,-0.009750,-0.004558,0.005501,0.031532,0.007953,-0.000736,0.013830,-0.005268,-0.001743,-0.010412,-0.006409,0.012166,-0.036510
0.080000,-0.029810,-0.040272,0.969367,0.530495,-0.078227,0.590628,0.400007,-0.000013,0.018370,-0.489007,-0.652610,0.000473,-42.185497,-42.182224,-42.209984,-41.853500,-42.915314,-41.820667,-0.000514,-0.001753,-0.032313,-0.010382,0.001386,-0.013282,1.627252,1.360219,-0.692534,-1.277784,-1.029164,0.485053,-0.000714,-0.006578,0.018983,-0.007505,0.007442,-0.003880,-0.001798,-0.000640,0.005747,0.006959,0.001047,0.022348,0.001183,0.019273,0.002477,-0.003815,-0.017484,-0.013151
0.090000,0.441752,0.077212,0.955377,0.923111,-0.030625,0.084976,0.399990,-0.000011,0.018661,-0.491421,-0.380914,0.019286,-40.251999,-40.515926,-39.829285,-42.819004,-42.996384,-41.884670,-0.009813,-0.016241,-0.028376,-0.019189,0.002469,0.002078,3.543775,2.105283,2.502281,-0.696147,-1.187772,-1.667371,-0.003226,0.009910,0.004981,-0.010486,-0.000909,-0.000655,-0.008753,-0.001448,0.012063,0.009464,0.009471,0.016746,0.013599,-0.008929,0.008740,-0.008775,0.007923,0.002218
